,Name,2G,3G,4G,5G,Announced,Released,Dimension,Weight,Build,Sim,Body(Other),Display Type,Display Size,Resolution,Display Protection,Display(Other),OS,Chipset,CPU,GPU,Memory(External),Memory(Internal),Main Camera,Main Camera(Features),Main Camera(Video),Front Camera,Front Camera(Features),Front Camera(Video),Speker,Headphone Jack,WiFi,Bluetooth,GPS,NFC,Radio,USB,Sensors,Battery Type,Charging,Battery Talktime,Colors,Models,SAR,SAR EU,Price,Benchmark Results,Battery Test,Popularity,Rating
46,LG W11,True,True,True,False,"2020, November 06",Cancelled,166.2 x 76.3 x 8.4 mm (6.54 x 3.00 x 0.33 in),-,,Nano-SIM + Nano-SIM,,IPS LCD,"6.52 inches, 102.6 cm2 (~80.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)",,,Android 10,Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, (wide), PDAF__2 MP, (depth)","LED flash, panorama, HDR",1080p@30fps,"8 MP, (wide)",,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS",No,FM radio,"USB Type-C 2.0, OTG",Accelerometer,Li-Po 4000 mAh,,,Midnight Blue,LM-K310IM,,,About 110 EUR,,,"174,016 hits",
47,LG K41S,True,True,True,False,"2020, February 18","Available. Released 2020, April 27",165.8 x 76.5 x 8.3 mm (6.53 x 3.01 x 0.33 in),191.7 g (6.77 oz),,Nano-SIMNano-SIM + Nano-SIM,MIL-STD-810G compliant*__*does not guarantee ruggedness or use in extreme conditions,IPS LCD,"6.55 inches, 103.6 cm2 (~81.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~268 ppi density)",Scratch-resistant glass,,Android 9.0 (Pie),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (dedicated slot),32GB 3GB RAM,"13 MP, f/2.0, 28mm (wide), PDAF__5 MP, f/2.2, 115˚, (ultrawide)__2 MP, f/2.4, (macro)__2 MP, f/2.4, (depth)","LED flash, panorama, HDR",1080p@30fps,8 MP,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA","5.0, A2DP, LE",GPS,Yes,No,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass",Li-Po 4000 mAh,,,"Titanium, Black, White","LMK410EMW, LM-K410EMW, LM-K410",,,About 220 EUR,,,"427,895 hits",
48,LG CT810 Incite,True,True,False,False,"2008, November. Released 2009, Q2",Discontinued,107 x 55.9 x 14 mm (4.21 x 2.20 x 0.55 in),119.9 g (3.84 oz),,Mini-SIM,,"TFT resistive touchscreen, 256K colors (65K effective)","3.0 inches, 25.6 cm2 (~42.8% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,Microsoft Windows Mobile 6.1 Professional,Qualcomm MSM7201A,528 MHz ARM 11,Adreno 130,microSDHC (dedicated slot),"128MB RAM, 256MB ROM",3.15 MP,,Yes,No,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","GPS, A-GPS",,FM radio,2.0,,Removable Li-Ion 1030 mAh battery,,Up to 8 h,,,1.03 W/kg (head) 0.65 W/kg (body) ,,About 70 EUR,,,"592,153 hits",
49,LG KF240,True,False,False,False,"2008, May. Released 2009, Q1",Discontinued,94 x 47 x 16 mm (3.70 x 1.85 x 0.63 in),91 g (3.21 oz),,Mini-SIM,,"TFT, 256K colors","2.0 inches, 12.6 cm2 (~28.5% screen-to-body ratio)",176 x 220 pixels (~141 ppi density),,Downloadable wallpapers,,,,,microSD (dedicated slot),20MB,2 MP,,Yes,No,,,Yes,No,No,"2.0, A2DP",No,,FM radio,2.0,,Removable Li-Ion 800 mAh battery,,Up to 3 h,Black,,,,About 60 EUR,,,"187,780 hits",
50,LG KP220,True,False,False,False,"2008, May. Released 2008",Discontinued,103 x 46 x 12 mm (4.06 x 1.81 x 0.47 in),72 g (2.54 oz),,Mini-SIM,,"TFT, 256K colors","1.7 inches, 8.9 cm2 (~18.9% screen-to-body ratio)","120 x 160 pixels, 4:3 ratio (~118 ppi density)",,,,,,,microSD (dedicated slot),60MB,1.3 MP,,Yes,No,,,Yes,No,No,"2.0, A2DP",No,,FM radio,Proprietary,,Removable Li-Ion 750 mAh battery,,Up to 3 h,Silver,,0.91 W/kg (head) 0.79 W/kg (body) ,,About 50 EUR,,,"262,544 hits",
51,LG KE770 Shine,True,False,False,False,"2007, February",Discontinued,105 x 46 x 9.9 mm (4.13 x 1.81 x 0.39 in),79 g (2.79 oz),,Mini-SIM,,"TFT, 256K colors","1.77 inches, 9.9 cm2 (~20.4% screen-to-body ratio)",176 x 220 pixels (~159 ppi density),,"Mirror effect screen, full metal body__Downloadable wallpapers",,,,,microSD (dedicated slot),70MB,"2 MP, AF","Schneider-Kreuznach optics, LED flash",Yes,No,,,No,No,No,"1.2, A2DP",No,,No,Proprietary,,Removable Li-Ion 800 mAh battery,,Up to 2 h 30 min,Silver,,,,About 70 EUR,,,"861,674 hits",
52,LG Tribute Empire,True,True,True,False,"2019, January","Available. Released 2019, January",144.8 x 71.8 x 8.1 mm (5.70 x 2.83 x 0.32 in),140.1 g (4.94 oz),"Glass front, plastic back, plastic frame",Nano-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,Android 8.1 (Oreo),Mediatek MT6750 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mali-T860MP2,microSDHC,16GB 2GB RAM,"8 MP, AF","LED flash, HDR",1080p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2500 mAh, removable",,,White,"LM-X220PM, LM-X220QMA",,,About 70 EUR,,,"194,471 hits",
53,LG X power2,True,True,True,False,"2017, February","Available. Released 2017, June",154.7 x 78.1 x 8.4 mm (6.09 x 3.07 x 0.33 in),164 g (5.78 oz),,Single SIM or Dual SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,,"Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo)",Mediatek MT6750Qualcomm MSM8917 Snapdragon 425 (28 nm) - M320G,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Quad-core 1.4 GHz Cortex-A53,Mali-T860MP2Adreno 308,microSDXC (dedicated slot),"16GB 1.5GB RAM, 16GB 2GB RAM, 32GB 2GB RAM","13 MP, 1/3.1"", 1.12µm, AF","LED flash, HDR",1080p@30fps or 720p@30fps (M320G),"5 MP, 1/5.0"", 1.12µm",LED flash,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Ion 4500 mAh, non-removable","18W wired, QC2 (market dependent)",,"Black Titan, Shiny Titan, Shiny Gold, Shiny Blue","M320, SP320, M327, M322, M320G, US601",,,About 180 EUR,,,"919,109 hits",
54,LG X cam,True,True,True,False,"2016, February. Released 2016, June",Discontinued,147.5 x 73.6 x 6.9 mm (5.81 x 2.90 x 0.27 in),118 g (4.16 oz),,Nano-SIM + Nano-SIM,,IPS LCD,"5.2 inches, 74.5 cm2 (~68.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",,,Android 6.0 (Marshmallow),Mediatek MT6753 (28 nm),Octa-core 1.14 GHz Cortex-A53,Mali-T720MP3,microSDXC (uses shared SIM slot),16GB 2GB RAM,"13 MP, f/2.0, AF__5 MP, f/2.4, (depth)","LED flash, panorama",1080p@30fps,8 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA","4.2, A2DP, LE","GPS, GLONASS",Yes,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass","Li-Ion 2520 mAh, non-removable",,Up to 6 h (2G) / Up to 7 h (3G),"Titan Silver, White, Gold, Pink Gold","K580, F690L",,0.56 W/kg (head) ,About 210 EUR,,,"1,663,058 hits",
55,LG Magna,True,True,True,False,"2015, February. Released 2015, May",Discontinued,139.8 x 69.9 x 10.1 mm (5.50 x 2.75 x 0.40 in),137 g (4.83 oz),,"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~70.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)",Mediatek MT6582 - H502 model,Quad-core 1.2 GHzQuad-core 1.3 GHz Cortex-A7 - H502 model,Mali-400MP2 - H502 model,microSDHC (dedicated slot),8GB 1GB RAM,"8 MP, f/2.4, AF",LED flash,1080p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, LE",GPS,No,"FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2540 mAh, removable",,Up to 10 h (3G),"Black, White, Gold","H502, H500, H520",,0.78 W/kg (head) 0.62 W/kg (body) ,About 140 EUR,,,"4,705,475 hits",
56,LG G3 S,True,True,True,False,"2014, July. Released 2014, August",Discontinued,137.7 x 69.6 x 10.3 mm (5.42 x 2.74 x 0.41 in),134 g (4.73 oz),,Micro-SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~71.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,,"Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop)",Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),8GB 1GB RAM,8 MP,"Laser AF, LED flash, HDR",1080p@30fps,1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE, aptX","GPS, GLONASS",Yes,"FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2540 mAh, removable",,Up to 16 h (2G) / Up to 15 h (3G),"Metallic Black, Silk White, Shine Gold","D722, D724, F470K",0.53 W/kg (head) 0.73 W/kg (body) ,0.55 W/kg (head) 0.43 W/kg (body) ,About 190 EUR,,,"5,648,255 hits",
57,LG Optimus L1 II Tri E475,True,True,False,False,"2014, February. Released 2014, February",Discontinued,102.6 x 58.9 x 13.3 mm (4.04 x 2.32 x 0.52 in),104.6 g (3.67 oz),,Triple SIM,,"TFT, 256K colors","3.0 inches, 27.9 cm2 (~46.1% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,,Android 4.1.2 (Jelly Bean),Qualcomm MSM7225A-AB Snapdragon S1,1.0 GHz Cortex-A5,Adreno 200,microSDHC (dedicated slot),4GB 512MB RAM,2 MP,,480p@30fps,No,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP",GPS,No,"FM radio, recording",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1540 mAh, removable",,,"Black, White, Pink",,,0.74 W/kg (head) 0.45 W/kg (body) ,About 90 EUR,,,"220,221 hits",
58,LG Optimus L7 II P710,True,True,False,False,"2013, February. Released 2013, March",Discontinued,121.5 x 66.6 x 9.7 mm (4.78 x 2.62 x 0.38 in),118 g (4.16 oz),,Micro-SIM,,IPS LCD,"4.3 inches, 52.6 cm2 (~65.0% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",,,"Android 4.1.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)",Qualcomm MSM8225 Snapdragon S4 Play,Dual-core 1.0 GHz Cortex-A5,Adreno 203,microSDHC (dedicated slot),4GB 768MB RAM,"8 MP, AF",LED flash,w480p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA","3.0, A2DP",GPS,Yes (market dependent),"FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2460 mAh, removable",,Up to 12 h (3G),"Black, White",P710,0.50 W/kg (head) 1.11 W/kg (body) ,0.66 W/kg (head) 0.57 W/kg (body) ,About 180 EUR,,,"3,357,845 hits",
59,LG Motion 4G MS770,True,True,True,False,"2012, August. Released 2012, August",Discontinued,111 x 61 x 11.7 mm (4.37 x 2.40 x 0.46 in),132 g (4.66 oz),,Micro-SIM,,TFT,"3.5 inches, 36.5 cm2 (~53.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Corning Gorilla Glass,,Android 4.0 (Ice Cream Sandwich),Qualcomm MSM8960L Snapdragon S4 Plus,Dual-core 1.2 GHz Krait,Adreno 225,microSDHC (dedicated slot),"8GB (5GB user available), 1GB RAM","5 MP, AF","LED flash, HDR",1080p@30fps,VGA,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, DLNA, hotspot","4.0, A2DP","GPS, A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1700 mAh battery,,Up to 5 h 25 min,Black,,1.03 W/kg (head) 1.24 W/kg (body) ,,About 110 EUR,,,"486,751 hits",
60,LG Spectrum VS920,True,True,True,False,"2012, January. Released 2012, January",Discontinued,135.4 x 68.8 x 10.4 mm (5.33 x 2.71 x 0.41 in),141.5 g (4.97 oz),,Mini-SIM,,HD-IPS LCD,"4.5 inches, 55.8 cm2 (~59.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",Corning Gorilla Glass,True HD Graphic Engine,Android 2.3 (Gingerbread),Qualcomm MSM8660 Snapdragon S3,Dual-core 1.5 GHz Scorpion,Adreno 220,"microSDHC (dedicated slot), 16 GB included",4GB 1GB RAM,"8 MP, AF",LED flash,1080p@30fps,1.3 MP,,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP, EDR","GPS, A-GPS",Yes,No,microUSB 2.0 (MHL TV-out),"Accelerometer, gyro, proximity, compass",Removable Li-Ion 1830 mAh battery,,Up to 8 h 20 min,Black,,0.86 W/kg (head) 1.11 W/kg (body) ,,About 130 EUR,,,"509,310 hits",
61,LG S365,True,False,False,False,"2011, August. Released 2011, Q3",Discontinued,117 x 50.9 x 11.5 mm (4.61 x 2.00 x 0.45 in),85 g (3.00 oz),,"Dual SIM (Mini-SIM, dual stand-by)",,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~30.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,,,,,microSDHC (dedicated slot),,2 MP,,QCIF,No,,,Yes,Yes,Wi-Fi 802.11 b/g,Yes,No,,FM radio,2.0,,Removable Li-Ion 900 mAh battery,,Up to 14 h 30 min,Black,,,1.26 W/kg (head) 1.30 W/kg (body) ,About 60 EUR,,,"318,905 hits",
62,LG T315,True,False,False,False,"2011, March. Released 2011, April",Discontinued,123 x 63.2 x 10.9 mm (4.84 x 2.49 x 0.43 in),88 g (3.10 oz),,Mini-SIM,,"TFT resistive touchscreen, 256K colors","2.8 inches, 22.3 cm2 (~28.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,,,microSDHC (dedicated slot),20MB,2 MP,,320p@15fps,No,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP, EDR",No,,"FM radio, recording",microUSB 2.0,,Removable Li-Ion 900 mAh battery,,Up to 8 h,"Black, White",,,0.87 W/kg (head) 1.45 W/kg (body) ,About 80 EUR,,,"165,602 hits",
63,LG Cosmos Touch VN270,True,True,False,False,"2010, November. Released 2010, December",Discontinued,103 x 53 x 17 mm (4.06 x 2.09 x 0.67 in),123.9 g (4.34 oz),,Mini-SIM,,"TFT, 256K colors","2.8 inches, 22.3 cm2 (~40.9% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~167 ppi density)",,,,,,,microSDHC (dedicated slot),,1.3 MP,,Yes,No,,,Yes,No,No,"2.1, A2DP, EDR",No,,No,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,Up to 6 h,Black,,0.84 W/kg (head) 0.45 W/kg (body) ,,,,,"150,720 hits",
64,LG Wink 3G T320,True,True,False,False,"2010, August. Released 2010, August",Discontinued,103 x 57 x 11.9 mm (4.06 x 2.24 x 0.47 in),92.5 g (3.25 oz),,Mini-SIM,,"TFT resistive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~41.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,Cartoon UI__Handwriting recognition,,,,,microSDHC (dedicated slot),30MB,2 MP,,QCIF@15fps,No,,,Yes,Yes,Wi-Fi 802.11 b/g (carrier dependant),"2.1, A2DP",No,,"Stereo FM radio, RDS",microUSB 2.0,Accelerometer,Removable Li-Ion 900 mAh battery,,Up to 4 h 10 min,"Black&Red, Black&Titan Silver, Black&Pink, Black&Aqua Blue",,0.71 W/kg (head) 0.27 W/kg (body) ,1.23 W/kg (head) 1.21 W/kg (body) ,About 50 EUR,,,"240,110 hits",
65,LG KP108,True,False,False,False,"2010, March. Released 2010, April",Discontinued,101 x 46 x 12.9 mm (3.98 x 1.81 x 0.51 in),65 g (2.29 oz),,Mini-SIM,,"TFT, 65K colors","1.52 inches, 7.5 cm2 (~16.0% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~119 ppi density)",,,,,,,No,,No,,,,,,Yes,No,No,No,No,,No,Proprietary,,Removable Li-Ion 900 mAh battery,,Up to 6 h 30 min,"Blue on Black, Red on Black",,,,About 30 EUR,,,"123,663 hits",
66,LG 8575 Samba,True,True,False,False,2009. Released 2009,Discontinued,109.2 x 55.9 x 12 mm (4.30 x 2.20 x 0.47 in),119.9 g (4.20 oz),,Mini-SIM,,"TFT, 256K colors","3.0 inches, 25.6 cm2 (~42.0% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,,,,,,microSDHC (dedicated slot),1GB,3.15 MP,,Yes,No,,,Yes,No,No,"2.1, A2DP",No,,Stereo FM radio,microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,Up to 5 h,"Black, Bronze",,,,,,,"96,326 hits",
67,LG GB125,True,False,False,False,"2009, March. Released 2009, July",Discontinued,87 x 45 x 19.3 mm (3.43 x 1.77 x 0.76 in),90 g (3.17 oz),,Mini-SIM,,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~18.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,Second external monochrome display,,,,,No,Yes,No,,,,,,Yes,No,No,No,No,,"FM radio, built-in antenna",No,,Removable Li-Ion 950 mAh battery,,Up to 6 h 30 min,Black,,,,About 40 EUR,,,"208,924 hits",
68,Motorola Moto G45,True,True,True,True,"2024, August 21","Available. Released 2024, August 28",162.7 x 74.6 x 8 mm (6.41 x 2.94 x 0.31 in),183 g (6.46 oz),"Glass front (Gorilla Glass 3), plastic frame, silicone polymer (eco leather) back",Nano-SIM + Nano-SIM,Water-repellent design,"IPS LCD, 120Hz","6.5 inches, 102.0 cm2 (~84.0% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Corning Gorilla Glass 3,,Android 14,Qualcomm SM6375 Snapdragon 6s Gen 3 (6 nm),Octa-core (2x2.3 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Adreno 619,microSDXC (uses shared SIM slot),"128GB 4GB RAM, 128GB 8GB RAM","50 MP, f/1.8 (wide), 1/2.76"", 0.64µm, PDAF__2 MP, f/2.4, (macro)","LED flash, HDR, panorama","1080p@30fps, gyro-EIS","16 MP, f/2.4, (wide), 1.0µm",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GALILEO, GLONASS, QZSS",Yes,FM radio,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",5000 mAh,"18W wired, PD, QC",,"Brilliant Blue, Brilliant Green, Viva Magenta",,,,"₹ 10,999",,,"660,288 hits",
69,Motorola Edge (2023),True,True,True,True,"2023, October 11","Available. Released 2023, October 11",158.4 x 72 x 7.6 mm (6.24 x 2.83 x 0.30 in),168 g (5.93 oz),"Glass front, aluminum frame, silicone polymer back (eco leather)",Nano-SIM + eSIM,IP68 dust/water resistant (up to 1.5m for 30 min),"P-OLED, 1B colors, 144Hz, HDR10+, 1200 nits (peak)","6.6 inches, 103.6 cm2 (~90.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~402 ppi density)",,,"Android 13, planned upgrade to Android 14",MediaTek Dimensity 7030 (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G610 MC3,No,256GB 8GB RAM,"50 MP, f/1.4, (wide), 1/1.5"", 1.0µm, multi-directional PDAF, OIS__13 MP, f/2.2, 120˚ (ultrawide), 1.12µm, AF","Dual-LED flash, HDR, panorama","4K@30fps, 1080p@30/60fps, HDR, gyro-EIS","32 MP, f/2.4, (wide), 0.8µm",HDR,"4K@30fps, 1080p@30fps","Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac/6e/k/v/r, tri-band, Wi-Fi Direct","5.2, A2DP, LE","GPS, GLONASS, GALILEO",Yes,No,USB Type-C 2.0,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Li-Po 4400 mAh,68W wired__15W wireless,,Eclipse Black,,,,$ 197.99,,,"647,444 hits",
70,Motorola W205,True,False,False,False,"2007, February",Discontinued,"108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)",78 g (2.75 oz),,Mini-SIM,,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",,Screensavers and wallpapers,,,,,No,1MB,No,,,,,,Yes,No,No,No,No,,No,No,,Removable Li-Ion 850 mAh battery,,Up to 7 h,,,,,About 30 EUR,,,"202,591 hits",
71,Motorola E1070,True,True,False,False,"2005, Q4",Discontinued,96 x 50 x 23.5 mm (3.78 x 1.97 x 0.93 in),129 g (4.55 oz),,Mini-SIM,,"TFT, 256K colors","2.0 inches, 30 x 40 mm, 12.4 cm2 (~25.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~200 ppi density)",,"Second external CSTN display, 65K colors (96 x 80 pixels)__Downloadable wallpapers, screensavers",,,,,microSD (dedicated slot),,1.3 MP,LED flash,Yes,VGA videocall camera,,,No,No,No,"1.2, A2DP",No,,No,miniUSB,,Removable Li-Ion 1130 mAh battery,,Up to 4 h 20 min,"Black, Silver",,,,,,,"581,231 hits",
72,Motorola L2,True,False,False,False,"2005, Q1",Discontinued,113 x 49 x 11 mm (4.45 x 1.93 x 0.43 in),86 g (3.03 oz),,Mini-SIM,,"CSTN, 65K colors","1.8 inches, 29 x 35 mm, 10.2 cm2 (~18.4% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,"Screensavers__Downloadable screensavers, wallpapers ",,,,,No,10MB,No,,,,,,No,No,No,1.2,No,,No,Proprietary,,Removable Li-Ion 820 mAh battery,,Up to 4 h,Diamond Dust,,,,,,,"486,729 hits",
73,Motorola C650,True,False,False,False,"2004, Q1",Discontinued,103 x 44 x 20 mm (4.06 x 1.73 x 0.79 in),85 g (3.00 oz),,Mini-SIM,,"CSTN, 65k colors",,"128 x 128 pixels, 6 lines, 1:1 ratio",,Downloadable screensavers,,,,,No,1.5MB,VGA,,No,No,,,Yes,No,No,No,No,,No,Proprietary,,Removable Li-Ion 800 mAh battery (BX200),,Up to 5 h,"2 - Midnight Blue, Cosmic Universe Blue",,,,,,,"568,495 hits",
74,Motorola A925,True,True,False,False,"2003, Q4",Discontinued,"148 x 60 x 24 mm, 175 cc (5.83 x 2.36 x 0.94 in)",210 g (7.41 oz),,Mini-SIM,,"TFT resistive touchscreen, 65K colors",,"208 x 320 pixels, 3:2 ratio",,,"Symbian 7.0, UIQ 2.0",TI OMAP 1510,168 MHz ARM925T,,"MMC/SD, 32 MB SD included",12MB,VGA,,Yes,Yes,,,No,No,No,1.1,GPS,,No,Proprietary,,Removable Li-Po 1050 mAh battery (BA680),,Up to 2 h,,,,,,,,"434,298 hits",
75,Motorola A388c,True,False,False,False,"2003, Q2",Discontinued,98 x 58 x 24 mm (3.86 x 2.28 x 0.94 in),138 g (4.87 oz),,Mini-SIM,,"TFT resistive touchscreen, 65K colors",,"240 x 350 pixels, 3:2 ratio",,Handwriting Recognition,,,DragonBall Vz 66 MHz,,No,7MB,No,,,,,,No,No,No,No,No,,No,Proprietary,,Removable Li-Ion battery,,3 h - 4 h 30 min,"silver, black",,,,,,,"161,034 hits",
76,Motorola Moto G23,True,True,True,False,"2023, January 24","Available. Released 2023, January 24",162.7 x 74.7 x 8.2 mm (6.41 x 2.94 x 0.32 in),184.3 g (6.49 oz),"Glass front, plastic frame, plastic back",Nano-SIMNano-SIM + Nano-SIM,Water-resistant design,"IPS LCD, 90Hz, 400 nits (peak)","6.5 inches, 102.0 cm2 (~83.9% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Panda glass,,"Android 13, planned upgrade to Android 14",Mediatek MT6769Z Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM, 128GB 8GB RAM","50 MP, f/1.8, (wide), 0.64µm, PDAF__5 MP, f/2.2, 118˚ (ultrawide)__2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.5, (wide), 1.0µm",HDR,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.1, A2DP, LE","GPS, GLONASS, GALILEO",Yes (market/region dependent),FM radio,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, proximity",5000 mAh,30W wired,,"Matte Charcoal, Pearl White, Steel Blue",XT2333-1,,,€ 136.79 / $ 160.00 / £ 129.99,,,"694,349 hits",
77,Motorola Moto G71s,True,True,True,True,"2022, May 17","Available. Released 2022, June 20",160.9 x 74.5 x 8 mm (6.33 x 2.93 x 0.31 in),173 g (6.10 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,Water-repellent design,"AMOLED, 1B colors, 120Hz","6.6 inches, 104.0 cm2 (~86.8% screen-to-body ratio)",1080 x 2440 pixels (~404 ppi density),,,Android 12,Qualcomm SM6375 Snapdragon 695 5G (6 nm),Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),Adreno 619,microSDXC (dedicated slot),128GB 8GB RAM,"50 MP, f/1.8 (wide), 1/2.76"", 0.64µm, PDAF, OIS__8 MP, f/2.2, 121˚ (ultrawide), 1/4.0"", 1.12µm__2 MP, f/2.4, (macro)","LED flash, HDR, panorama",1080p@30fps,"16 MP, f/2.2, 17mm (ultrawide), 1.0µm",,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE","GPS, GLONASS, GALILEO",No,No,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Li-Po 5000 mAh,33W wired,,"Black, White",,,,About 240 EUR,,,"240,160 hits",
