id,brand,model,date,year,display_size_inches,display_size_inches_scale,internal_memory_in_gb,internal_memory_in_gb_scale,primary_camera_mega_pixel,primary_camera_mega_pixel_scale,primary_camera,loud_speaker,gps,colors,approx_price_eur,approx_price_eur_scale,announced,battery_mah,battery_mah_scale,ram_in_gb,ram_in_gb_scale
Acer Iconia Talk S,Acer,Iconia Talk S,2016-10-01,2016.0,7.0,1.5639204323678593,32.0,0.16463332581567908,13.0,0.5592173485022539,13 MP| autofocus,Yes,Yes with A-GPS GLONASS,Black,170.0,-0.5367258791790109,2016  August,3400.0,0.48381720024679586,2.0,-0.12251921162841899
Acer Liquid Z6 Plus,Acer,Liquid Z6 Plus,2016-12-01,2016.0,5.5,0.20060915423739348,32.0,0.16463332581567908,13.0,0.5592173485022539,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,250.0,-0.08423126158576894,2016  August,4080.0,1.1315649865430706,3.0,0.09296926490012156
Acer Liquid Z6,Acer,Liquid Z6,2016-12-01,2016.0,5.0,-0.2538279384727618,8.0,-0.5755952629817532,8.0,-0.5836510874783918,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,120.0,-0.8195350151747872,2016  August,2000.0,-0.8497811833043578,1.0,-0.33800768815695953
Acer Liquid X2,Acer,Liquid X2,2016-02-01,2016.0,5.5,0.20060915423739348,32.0,0.16463332581567908,13.0,0.5592173485022539,13 MP| f/1.8| autofocus| LED flash| ,Yes,Yes with A-GPS,Black| Gold,230.0,-0.19735491598407945,2015  April,4020.0,1.074410770105164,3.0,0.09296926490012156
Acer Liquid Jade 2,Acer,Liquid Jade 2,2016-02-01,2016.0,5.5,0.20060915423739348,32.0,0.16463332581567908,21.0,2.387806846071287,21 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS,Black,,,2016  February,,,3.0,0.09296926490012156
Acer Liquid Zest Plus,Acer,Liquid Zest Plus,2016-07-01,2016.0,5.5,0.20060915423739348,16.0,-0.32885240004927585,13.0,0.5592173485022539,13 MP| phase detection/laser autofocus| LED flash,Yes,Yes with A-GPS,Blue| White,200.0,-0.3670403975815452,2016  April,5000.0,2.0079296385909715,2.0,-0.12251921162841899
Acer Liquid Zest,Acer,Liquid Zest,2016-04-01,2016.0,5.0,-0.2538279384727618,8.0,-0.5755952629817532,8.0,-0.5836510874783918,8 MP| f/2.0| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,110.0,-0.8760968423739425,2016  February,2000.0,-0.8497811833043578,1.0,-0.33800768815695953
Acer Liquid Jade Primo,Acer,Liquid Jade Primo,2016-04-01,2016.0,5.5,0.20060915423739348,32.0,0.16463332581567908,21.0,2.387806846071287,21 MP| f/2.2| autofocus| dual-LED flash| ,Yes,Yes with A-GPS,Black,220.0,-0.2539167431832347,2015  September,2870.0,-0.021045044954712294,3.0,0.09296926490012156
Acer Liquid Z330,Acer,Liquid Z330,2015-10-01,2015.0,4.5,-0.4279395221412164,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Mystic Black| Pure White,110.0,-0.28531820122718005,2015  September,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
Acer Liquid Z320,Acer,Liquid Z320,2015-11-01,2015.0,4.5,-0.4279395221412164,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Pure White,90.0,-0.3328465831146868,2015  September,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
Acer Liquid Z630S,Acer,Liquid Z630S,2015-09-01,2015.0,5.5,0.35757245449587327,32.0,0.6762966106869053,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| Gold,,,2015  September,4000.0,1.6080314207324329,3.0,1.312120821171917
Acer Liquid Z630,Acer,Liquid Z630,2015-09-01,2015.0,5.5,0.35757245449587327,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,200.0,-0.07144048273339966,2015  September,4000.0,1.6080314207324329,1.0,-0.5262752219775801
Acer Liquid Z530S,Acer,Liquid Z530S,2015-11-01,2015.0,5.0,-0.035183533822671566,32.0,0.6762966106869053,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,,,2015  September,2420.0,-0.07341619302733819,3.0,1.312120821171917
Acer Liquid Z530,Acer,Liquid Z530,2015-10-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,150.0,-0.19026143745216656,2015  September,2420.0,-0.07341619302733819,1.0,-0.5262752219775801
Acer Liquid M330,Acer,Liquid M330,2015-11-01,2015.0,4.5,-0.4279395221412164,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Mystic Black| Pure White,,,2015  September,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
Acer Liquid M320,Acer,Liquid M320,2015-11-01,2015.0,4.5,-0.4279395221412164,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Mystic Black| Pure White,,,2015  September,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
Acer Liquid Jade Z,Acer,Liquid Jade Z,2015-04-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,13.0,0.7965152410185075,13 MP| f/1.8| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,200.0,-0.07144048273339966,2015  March,2300.0,-0.20112107508504234,1.0,-0.5262752219775801
Acer Liquid Z520,Acer,Liquid Z520,2015-04-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,130.0,-0.2377898193396733,2015  March,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
Acer Liquid Z220,Acer,Liquid Z220,2015-04-01,2015.0,4.0,-0.8206955104597612,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,90.0,-0.3328465831146868,2015  March,1300.0,-1.26532842556591,1.0,-0.5262752219775801
Acer Liquid M220,Acer,Liquid M220,2015-05-01,2015.0,4.0,-0.8206955104597612,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Mystic Black| Pure White,80.0,-0.35661077405844016,2015  March,1300.0,-1.26532842556591,0.4980544747081712,-0.9876625557641271
Acer Liquid Z410,Acer,Liquid Z410,2015-02-01,2015.0,4.5,-0.4279395221412164,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP| autofocus| LED flash,Yes dual speakers,Yes with A-GPS,Black,130.0,-0.2377898193396733,2015  January,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
Acer Liquid Jade S,Acer,Liquid Jade S,2014-12-01,2014.0,5.0,0.04131104829218819,16.0,0.336915984396869,13.0,1.2186622452958227,13 MP| f/1.8| autofocus| LED flash| ,Yes,Yes with A-GPS,Black| White| Red| Pink,200.0,-0.04409568456197516,2014  December,2300.0,-0.0097968465025543,2.0,0.7245268088235345
Acer Liquid Z500,Acer,Liquid Z500,2014-09-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,8.0,-0.011889387758983688,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Aquamarine Green| Sandy Silver| Titanium Black,150.0,-0.1673631664056785,2014  September,2000.0,-0.25528217398768827,1.0,-0.21347151189090316
Acer Liquid X1,Acer,Liquid X1,2014-09-01,2014.0,5.7,0.523650253127267,16.0,0.336915984396869,13.0,1.2186622452958227,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Graphite black| Wine red,260.0,0.10382529365046886,2014  June,2700.0,0.3175169234776243,2.0,0.7245268088235345
Acer Liquid Jade,Acer,Liquid Jade,2014-07-01,2014.0,5.0,0.04131104829218819,8.0,-0.23375313240519174,13.0,1.2186622452958227,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White| Green| Pink| Gray,180.0,-0.09340267729945649,2014  June,2100.0,-0.1734537314926436,1.0,-0.21347151189090316
Acer Liquid E700,Acer,Liquid E700,2014-08-01,2014.0,5.0,0.04131104829218819,16.0,0.336915984396869,8.0,-0.011889387758983688,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Titan Black| Burgundy Red,200.0,-0.04409568456197516,2014  June,3500.0,0.9721444634379816,2.0,0.7245268088235345
Acer Liquid E600,Acer,Liquid E600,2014-09-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,8.0,-0.011889387758983688,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| Green| Dark red,200.0,-0.04409568456197516,2014  June,2500.0,0.153860038487535,1.0,-0.21347151189090316
Acer Liquid Z200,Acer,Liquid Z200,2014-09-01,2014.0,4.0,-0.647744958615067,4.0,-0.5190876908062221,2.0,-1.4885513474247511,2 MP,Yes,Yes with A-GPS,Titanium Black| Essential White| Fragrant Pink| Sky Blue| Sunshine Yellow,90.0,-0.3152841446181225,2014  June,1300.0,-0.8280812714530008,0.4980544747081712,-0.6842955717047648
Acer Iconia Tab 7 A1-713,Acer,Iconia Tab 7 A1-713,2014-08-01,2014.0,7.0,1.4194230621066986,16.0,0.336915984396869,2.0,-1.4885513474247511,2 MP,Yes,Yes,Black,110.0,-0.2659771518806412,2014  April,,,1.0,-0.21347151189090316
Acer Iconia Tab 7 A1-713HD,Acer,Iconia Tab 7 A1-713HD,2014-08-01,2014.0,7.0,1.4194230621066986,16.0,0.336915984396869,5.0,-0.7502203675918675,5 MP,Yes,Yes,Black,150.0,-0.1673631664056785,2014  April,,,1.0,-0.21347151189090316
Acer Liquid E3 Duo Plus,Acer,Liquid E3 Duo Plus,2014-09-01,2014.0,4.7,-0.16540575377998823,16.0,0.336915984396869,13.0,1.2186622452958227,13 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Black,240.0,0.05451830091298752,2014  Q3,,,2.0,0.7245268088235345
Acer Liquid E3,Acer,Liquid E3,2014-04-01,2014.0,4.7,-0.16540575377998823,4.0,-0.5190876908062221,13.0,1.2186622452958227,13 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Black/White,200.0,-0.04409568456197516,2014  February,,,1.0,-0.21347151189090316
Acer Liquid Z4,Acer,Liquid Z4,2014-04-01,2014.0,4.0,-0.647744958615067,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| autofocus| LED flash,Yes,No,Black/White,100.0,-0.29063064824938184,2014  February,1630.0,-0.5580474112193534,0.4980544747081712,-0.6842955717047648
Acer Iconia B1-721,Acer,Iconia B1-721,2014-01-01,2014.0,7.0,1.4194230621066986,16.0,0.336915984396869,,,VGA,Yes,Yes,Black/Red,130.0,-0.21667015914315985,2014  January,2955.0,0.5261794518399882,1.0,-0.21347151189090316
Acer Liquid Z5,Acer,Liquid Z5,2014-01-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,5.0,-0.7502203675918675,5 MP| LED flash,Yes,Yes with A-GPS,Essential White| Gentle Grey,170.0,-0.11805617366819716,2014  January,2000.0,-0.25528217398768827,0.4980544747081712,-0.6842955717047648
Acer Liquid S2,Acer,Liquid S2,2013-12-01,2013.0,6.0,1.0810639268214703,16.0,0.3826455275715548,13.0,1.179871313022212,13 MP| autofocus| quad-LED (ring) flash,Yes with stereo speakers,Yes with A-GPS GLONASS,Black| Red,340.0,0.32899015760368044,2013  August,3300.0,1.1999503047915707,2.0,1.1761551735404756
Acer Liquid Z3,Acer,Liquid Z3,2013-09-01,2013.0,3.5,-0.636202461281023,4.0,-0.390722300028493,15.0,1.626695893829815,3.15 MP,Yes,Yes with A-GPS,Rock Black| Classic White,100.0,-0.22567093455459075,2013  August,1500.0,-0.5252865275039537,0.4980544747081712,-0.5552194458111338
Acer Liquid S1,Acer,Liquid S1,2013-08-01,2013.0,5.7,0.8749919602491713,8.0,-0.1329330241618104,8.0,0.06280986100320407,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,White| Black,320.0,0.2827683999238245,2013  June,2400.0,0.3373318886438086,1.0,0.02340056946440414
Acer Iconia Tab A3,Acer,Iconia Tab A3,2013-11-01,2013.0,10.1,3.8973808033095594,32.0,1.4138026310382852,5.0,-0.6074270102082007,5 MP,Yes with stereo speakers,Yes with A-GPS,Black/Silver| White,190.0,-0.017673024995239053,2013  September,7300.0,5.033809932114958,1.0,0.02340056946440414
Acer Iconia Tab A1-811,Acer,Iconia Tab A1-811,2013-06-01,2013.0,7.9,2.3861863817793654,8.0,-0.1329330241618104,5.0,-0.6074270102082007,5 MP| autofocus,Yes,Yes with A-GPS,White,150.0,-0.11011654035495093,2013  Q2,4960.0,2.7910020501307766,1.0,0.02340056946440414
Acer Liquid E2,Acer,Liquid E2,2013-05-01,2013.0,4.5,0.050704093959974356,4.0,-0.390722300028493,8.0,0.06280986100320407,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White,180.0,-0.04078390383516702,2013  April,2000.0,-0.04605407408853019,1.0,0.02340056946440414
Acer Liquid Z2,Acer,Liquid Z2,2013-03-01,2013.0,3.5,-0.636202461281023,4.0,-0.390722300028493,3.0,-1.054251591015804,3 MP or 5 MP,Yes,Yes with A-GPS,Black| Black/White,100.0,-0.22567093455459075,2013  February,1300.0,-0.716979508870123,0.4980544747081712,-0.5552194458111338
Acer Liquid C1,Acer,Liquid C1,2013-03-01,2013.0,4.3,-0.08667721708822523,4.0,-0.390722300028493,8.0,0.06280986100320407,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,180.0,-0.04078390383516702,2013  January,2000.0,-0.04605407408853019,1.0,0.02340056946440414
Acer Liquid E1,Acer,Liquid E1,2013-03-01,2013.0,4.5,0.050704093959974356,4.0,-0.390722300028493,5.0,-0.6074270102082007,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White,170.0,-0.06389478267509499,2013  January,1760.0,-0.2760856517279334,1.0,0.02340056946440414
Acer Liquid Z110,Acer,Liquid Z110,2012-10-01,2012.0,3.5,-0.20374056730412674,4.0,-0.3278274400642423,15.0,1.7428860916533888,3.15 MP,Yes,Yes with A-GPS,Black| White,100.0,-0.5840779815237394,2012  October,1300.0,-0.3635210076367785,0.4980544747081712,-0.5026198418464819
Acer Liquid Gallant E350,Acer,Liquid Gallant E350,2012-09-01,2012.0,4.3,0.2734754247993068,4.0,-0.3278274400642423,5.0,-0.46756350124977747,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Gentle Black| Ceramic White,160.0,-0.01028945666933016,2012  August,1500.0,-0.19618988755611433,1.0,0.5980255572577693
Acer Liquid Gallant Duo,Acer,Liquid Gallant Duo,2012-09-01,2012.0,4.3,0.2734754247993068,4.0,-0.3278274400642423,5.0,-0.46756350124977747,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Gentle Black| Ceramic White,140.0,-0.20155229828746654,2012  July,1500.0,-0.19618988755611433,1.0,0.5980255572577693
Acer Liquid Glow E330,Acer,Liquid Glow E330,2012-08-01,2012.0,3.7,-0.08443656927826822,1.0,-0.5244947446634055,5.0,-0.46756350124977747,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White| Pink,120.0,-0.39281513990560296,2012  February,1300.0,-0.3635210076367785,0.4980544747081712,-0.5026198418464819
Acer CloudMobile S500,Acer,CloudMobile S500,2012-09-01,2012.0,4.3,0.2734754247993068,8.0,-0.065604367265358,8.0,0.1955713766211724,8 MP| autofocus| LED flash| ,Yes,Yes with A-GPS,Black,220.0,0.563499068185079,2012  February,1460.0,-0.22965611157224716,1.0,0.5980255572577693
Acer Iconia Tab A701,Acer,Iconia Tab A701,2012-07-01,2012.0,10.1,3.7332913675492003,64.0,3.6055186519190223,5.0,-0.46756350124977747,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Titanium Gray,380.0,2.0936018011301702,2012  January,9800.0,6.748051595791449,1.0,0.5980255572577693
Acer Iconia Tab A511,Acer,Iconia Tab A511,2012-08-01,2012.0,10.1,3.7332913675492003,32.0,1.507734069527948,5.0,-0.46756350124977747,5 MP| autofocus,Yes with stereo speakers,Yes with A-GPS,Black| Silver,250.0,0.8503933306122836,2012  February,9800.0,6.748051595791449,1.0,0.5980255572577693
Acer Allegro,Acer,Allegro,2011-11-01,2011.0,3.6,0.1579051606627205,8.0,0.15935225088879826,5.0,-0.3724621341234703,5 MP| autofocus,Yes,Yes with A-GPS,Black| White,140.0,-0.030685910931489115,2011  October,1300.0,-0.1441349426622183,,
Acer Liquid Express E320,Acer,Liquid Express E320,2011-11-01,2011.0,3.5,0.0975165014857594,0.4980544747081712,-0.44063060851357877,5.0,-0.3724621341234703,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,90.0,-0.3815005142833771,2011  September,,,0.4980544747081712,-0.05591207695784818
Acer Iconia Tab A501,Acer,Iconia Tab A501,2011-04-01,2011.0,10.1,4.08316800716519,64.0,4.638062475224384,5.0,-0.3724621341234703,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black,490.0,2.425016312531727,2011  February. Released 2011  April,3260.0,1.7340710819341156,1.0,-0.02072301556403856
Acer Iconia Smart,Acer,Iconia Smart,2011-08-01,2011.0,4.8,0.8825690707862531,8.0,0.15935225088879826,8.0,0.27340305589914315,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Silver,220.0,0.5306174544315316,2011  February,1500.0,0.047518733316999434,0.4980544747081712,-0.05591207695784818
Acer Iconia Tab A101,Acer,Iconia Tab A101,2011-05-01,2011.0,7.0,2.211119572679397,16.0,0.7991679972224535,5.0,-0.3724621341234703,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black/Red| Black/Blue,260.0,0.811269137113042,2011  February. Released 2011  May,1530.0,0.0762667847138821,1.0,-0.02072301556403856
Acer Liquid mini E310,Acer,Liquid mini E310,2011-04-01,2011.0,3.2,-0.0836494760451237,0.4980544747081712,-0.44063060851357877,5.0,-0.3724621341234703,5 MP,Yes,Yes with A-GPS,blue| pink| silver| black| green| lagoon| cherry| pearl| steel,120.0,-0.1710117522722443,2011  January,1300.0,-0.1441349426622183,0.4980544747081712,-0.05591207695784818
Acer beTouch E210,Acer,beTouch E210,2011-06-01,2011.0,2.6,-0.44598143110689015,0.4980544747081712,-0.44063060851357877,15.0,1.7804218326185746,3.15 MP,Yes,Yes with A-GPS,Black| White,150.0,0.03947700973888848,2011  January,1300.0,-0.1441349426622183,0.2490272373540856,-0.07337021594392427
Acer beTouch E140,Acer,beTouch E140,2010-12-01,2010.0,2.8,0.05709141944775574,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP,Yes,Yes with A-GPS,Black,110.0,-0.051420466653439946,2010  December. Released 2010  December,1300.0,0.34384739546707305,0.2490272373540856,-0.12081919037669873
Acer beTouch T500,Acer,beTouch T500,2010-12-01,2010.0,3.2,0.5241587109161562,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP,Yes,Yes with A-GPS,Black,70.0,-0.17610669625099692,2010  October. Released 2010  Q4,1500.0,0.7850587304810509,0.2490272373540856,-0.12081919037669873
Acer Liquid mt,Acer,Liquid mt,2010-11-01,2010.0,3.6,0.991226002384556,0.4980544747081712,-0.27369581569941803,5.0,-0.3964957582945622,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Silver,70.0,-0.17610669625099692,2010  October. Released 2010  November,1500.0,0.7850587304810509,0.4980544747081712,-0.02566287590604185
Acer beTouch E130,Acer,beTouch E130,2010-08-01,2010.0,2.6,-0.17644222628644393,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP,Yes,Yes with A-GPS,Black| White,90.0,-0.11376358145221843,2010  June. Released 2010  August,1500.0,0.7850587304810509,0.2490272373540856,-0.12081919037669873
Acer beTouch E120,Acer,beTouch E120,2010-09-01,2010.0,2.8,0.05709141944775574,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP,Yes,Yes with A-GPS,Black| White,70.0,-0.17610669625099692,2010  June. Released 2010  Q3,1500.0,0.7850587304810509,0.2490272373540856,-0.12081919037669873
Acer Stream,Acer,Stream,2010-08-01,2010.0,3.7,1.1079928252516562,2.0,-0.0023120083231043783,5.0,-0.3964957582945622,5 MP| autofocus| ,Yes,Yes with A-GPS,Black,130.0,0.010922648145338547,2010  May. Released 2010  August,1400.0,0.564453062974062,0.4980544747081712,-0.02566287590604185
Acer Liquid E,Acer,Liquid E,2010-08-01,2010.0,3.5,0.8744591795174559,0.4980544747081712,-0.27369581569941803,5.0,-0.3964957582945622,5 MP| autofocus,Yes,Yes with A-GPS,Black| White| Red| Ferrari edition,90.0,-0.11376358145221843,2010  February. Released 2010  August,1350.0,0.4541502292205675,0.4980544747081712,-0.02566287590604185
Acer neoTouch P400,Acer,neoTouch P400,2010-05-01,2010.0,3.2,0.5241587109161562,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,100.0,-0.08259202405282919,2010  February. Released 2010  May,1090.0,-0.11942450629760364,0.2490272373540856,-0.12081919037669873
Acer beTouch E400,Acer,beTouch E400,2010-04-01,2010.0,3.2,0.5241587109161562,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP| autofocus,Yes,Yes with A-GPS,Soft-touch Black| Ceramic White and Pearl Red with 3 exchangeable battery covers,80.0,-0.1449351388516077,2010  February. Released 2010  April,1090.0,-0.11942450629760364,0.2490272373540856,-0.12081919037669873
Acer neoTouch P300,Acer,neoTouch P300,2010-06-01,2010.0,3.2,0.5241587109161562,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,80.0,-0.1449351388516077,2010  February. Released 2010  Q2,970.0,-0.38415130730599034,0.2490272373540856,-0.12081919037669873
Acer beTouch E110,Acer,beTouch E110,2010-03-01,2010.0,2.8,0.05709141944775574,0.2490272373540856,-0.31869209464264103,15.0,1.4911275886101716,3.15 MP,Yes,Yes with A-GPS,Black| Dark Blue,70.0,-0.17610669625099692,2010  February. Released 2010  March,1500.0,0.7850587304810509,0.2490272373540856,-0.12081919037669873
Acer Liquid,Acer,Liquid,2009-12-01,2009.0,3.5,1.683807820911925,0.4980544747081712,-0.14493972776096936,5.0,-0.43989627680927657,5 MP| autofocus| ,Yes,Yes with A-GPS,Black| White| Red,90.0,-0.13338520952437255,2009  October. Released 2009  December,1350.0,1.1894229907265736,0.2490272373540856,0.5569889475064598
Acer neoTouch,Acer,neoTouch,2009-10-01,2009.0,3.8,2.1758057450335944,0.4980544747081712,-0.14493972776096936,5.0,-0.43989627680927657,5 MP| autofocus| LED flash| ,Yes,Yes with A-GPS,Black,210.0,0.28844416772651305,2009  October. Released 2009  October,1350.0,1.1894229907265736,0.2490272373540856,0.5569889475064598
Acer beTouch E200,Acer,beTouch E200,2009-10-01,2009.0,3.0,0.8638112807091415,0.4980544747081712,-0.14493972776096936,15.0,1.3134638831144905,3.15 MP,Yes,Yes with A-GPS,Black| White,190.0,0.21813927151803209,2009  October. Released 2009  October,1140.0,0.3347536680624832,0.2490272373540856,0.5569889475064598
Acer beTouch E100,Acer,beTouch E100,2009-10-01,2009.0,3.2,1.191809896790255,0.4980544747081712,-0.14493972776096936,2.0,-0.9659043247864066,2 MP,Yes,Yes with A-GPS,Black,180.0,0.18298682341379163,2009  October. Released 2009  October,1140.0,0.3347536680624832,0.2490272373540856,0.5569889475064598
Acer beTouch E101,Acer,beTouch E101,2009-10-01,2009.0,3.2,1.191809896790255,0.4980544747081712,-0.14493972776096936,2.0,-0.9659043247864066,2 MP,Yes,Yes with A-GPS,Black,170.0,0.14783437530955115,2009  October. Released 2009  October,1140.0,0.3347536680624832,0.2490272373540856,0.5569889475064598
Acer DX650,Acer,DX650,2009-06-01,2009.0,2.8,0.5358126646280278,,,2.0,-0.9659043247864066,2 MP,Yes,Yes SiRF Star III chipset,Black,150.0,0.07752947910107023,2009  June. Released 2009  June,1260.0,0.8231361381562492,,
Acer M900,Acer,M900,2009-06-01,2009.0,3.8,2.1758057450335944,,,5.0,-0.43989627680927657,5 MP| autofocus| LED flash,Yes,Yes SiRF Star III chipset,Black,250.0,0.4290539601434749,2009  February. Released 2009  June,1530.0,1.9219966958672228,,
Acer F900,Acer,F900,2009-06-01,2009.0,3.8,2.1758057450335944,0.2490272373540856,-0.20590010691480418,15.0,1.3134638831144905,3.15 MP| autofocus| LED flash,Yes,Yes SiRF Star III chipset,Black,210.0,0.28844416772651305,2009  February. Released 2009  June,1530.0,1.9219966958672228,0.1245136186770428,-1.0265168206110795
Acer X960,Acer,X960,2009-04-01,2009.0,2.8,0.5358126646280278,0.2490272373540856,-0.20590010691480418,15.0,1.3134638831144905,3.15 MP| autofocus| LED flash,Yes,Yes SiRF Star III chipset,Black,270.0,0.4993588563519558,2009  February. Released 2009  April,1530.0,1.9219966958672228,0.1245136186770428,-1.0265168206110795
Acer DX900,Acer,DX900,2009-04-01,2009.0,2.8,0.5358126646280278,0.2490272373540856,-0.20590010691480418,15.0,1.3134638831144905,3.15 MP| autofocus| LED flash,Yes,Yes SiRF Star III chipset,Black,90.0,-0.13338520952437255,2009  February. Released 2009  April,1530.0,1.9219966958672228,0.1245136186770428,-1.0265168206110795
alcatel Flash (2017),alcatel,Flash (2017),2017-05-01,2017.0,5.5,0.06621872830493403,32.0,-0.11471195442318025,13.0,0.4396704159001475,Dual 13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS GLONASS BDS,Titanium Grey,,,2017  April,3100.0,-0.04030856890374726,3.0,-0.04286003344121714
alcatel U5,alcatel,U5,2017-06-01,2017.0,5.0,-0.29260196694348206,8.0,-0.5144766402377056,5.0,-1.4953315173159265,5 MP| LED flash,Yes,Yes with A-GPS,Black| White,,,2017  February,2050.0,-0.9247632681050294,1.0,-0.37298993164974337
alcatel A5 LED,alcatel,A5 LED,2017-06-01,2017.0,5.2,-0.1490736888441155,16.0,-0.38122174496619715,8.0,-0.7697057923598988,8 MP| f/2.0| autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Gray,200.0,-0.1906173309091127,2017  February,2800.0,-0.293009911532685,2.0,-0.20792498254548025
alcatel A3,alcatel,A3,2017-06-01,2017.0,5.0,-0.29260196694348206,16.0,-0.38122174496619715,13.0,0.4396704159001475,13 MP| f/2.0| autofocus| LED flash,Yes,Yes with A-GPS,White| Gray,,,2017  February,2460.0,-0.5794047665121478,5.0,0.2872698647673091
alcatel A3 XL,alcatel,A3 XL,2017-06-01,2017.0,6.0,0.4250394235533501,16.0,-0.38122174496619715,8.0,-0.7697057923598988,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Sideral Gray/Silver|  White/Silver| White/Blue| White/Fuchsia| White/Yellow| Gold,120.0,-0.22349507227620702,2017  January,3000.0,-0.12454234978005985,2.0,-0.20792498254548025
alcatel Shine Lite,alcatel,Shine Lite,2016-10-01,2016.0,5.0,-0.2538279384727618,16.0,-0.32885240004927585,13.0,0.5592173485022539,13 MP| autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Satin Gold| Pure White| Prime Black,200.0,-0.3670403975815452,2016  September,2460.0,-0.4115988572804073,2.0,-0.12251921162841899
