id,brand,model,date,year,display_size_inches,display_size_inches_scale,internal_memory_in_gb,internal_memory_in_gb_scale,primary_camera_mega_pixel,primary_camera_mega_pixel_scale,primary_camera,loud_speaker,gps,colors,approx_price_eur,approx_price_eur_scale,announced,battery_mah,battery_mah_scale,ram_in_gb,ram_in_gb_scale
T-Mobile Vibe E200,T-Mobile,Vibe E200,2010-11-01,2010.0,2.8,0.05709141944775574,,,2.0,-0.9627827623659824,2 MP,Yes,No,Black| Pink,50.0,-0.23844981104977542,2010  November. Released 2010  November,,,,
T-Mobile Comet,T-Mobile,Comet,2010-11-01,2010.0,2.8,0.05709141944775574,,,15.0,1.4911275886101716,3.15 MP,Yes,Yes with A-GPS,Black,150.0,0.07326576294411703,2010  November. Released 2010  November,1200.0,0.12324172796008416,,
T-Mobile myTouch 4G,T-Mobile,myTouch 4G,2010-11-01,2010.0,3.8,1.2247596481187557,4.0,0.35906435693965527,5.0,-0.3964957582945622,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,280.0,0.4784960091361772,2010  October. Released 2010  November,1400.0,0.564453062974062,0.7470817120622568,0.06949343856461503
T-Mobile G2,T-Mobile,G2,2010-10-01,2010.0,3.7,1.1079928252516562,4.0,0.35906435693965527,5.0,-0.3964957582945622,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,White| Black,420.0,0.9148978127276266,2010  September. Released 2010  October,1300.0,0.34384739546707305,0.4980544747081712,-0.02566287590604185
T-Mobile myTouch 3G Slide,T-Mobile,myTouch 3G Slide,2010-06-01,2010.0,3.4,0.7576923566503558,0.4980544747081712,-0.27369581569941803,5.0,-0.3964957582945622,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,White| Black| Red,330.0,0.6343537961331234,2010  April. Released 2010  June,1300.0,0.34384739546707305,0.4980544747081712,-0.02566287590604185
T-Mobile Garminfone,T-Mobile,Garminfone,2010-06-01,2010.0,3.5,0.8744591795174559,4.0,0.35906435693965527,15.0,1.4911275886101716,3.15 MP| autofocus,Yes,Yes with A-GPS Garmin navigation,Black,340.0,0.6655253535325126,2010  February. Released 2010  June,1150.0,0.012938894206589703,0.2490272373540856,-0.12081919037669873
T-Mobile Pulse Mini,T-Mobile,Pulse Mini,2010-05-01,2010.0,2.8,0.05709141944775574,0.2918287937743191,-0.31095835919927456,15.0,1.4911275886101716,3.15 MP| LED flash,Yes,Yes with A-GPS,Black| White,,,2010  February. Released 2010  May,1150.0,0.012938894206589703,,
T-Mobile myTouch 3G Fender Edition,T-Mobile,myTouch 3G Fender Edition,2010-01-01,2010.0,3.2,0.5241587109161562,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP| autofocus,Yes,Yes with A-GPS,Sunburst,300.0,0.5408391239349557,2009  October. Released 2010  January,1340.0,0.43208966246986863,0.1867704280155642,-0.14460826899436294
T-Mobile HD2,T-Mobile,HD2,2010-03-01,2010.0,4.3,1.8085937624542556,1.0,-0.1830001909544842,5.0,-0.3964957582945622,5 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS; NaviPanel,Black,230.0,0.322638222139231,2010  January. Released 2010  March,1230.0,0.18942342821218083,0.5603112840466926,-0.0018737972883776318
T-Mobile Tap,T-Mobile,Tap,2009-11-01,2009.0,2.8,0.5358126646280278,,,2.0,-0.9659043247864066,2 MP,Yes,Yes with A-GPS,Berry| Midnight Blue,80.0,-0.168537657628613,2009  October. Released 2009  November,1150.0,0.3754522072369637,,
T-Mobile Pulse,T-Mobile,Pulse,2009-10-01,2009.0,3.5,1.683807820911925,0.1867704280155642,-0.22114020170326287,15.0,1.3134638831144905,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,250.0,0.4290539601434749,2009  August. Released 2009  October,1500.0,1.7999010783437812,,
T-Mobile Vairy Text,T-Mobile,Vairy Text,2009-10-01,2009.0,2.4,-0.12018456753419877,0.0194552529182879,-0.26209795644724565,2.0,-0.9659043247864066,2 MP,Yes,No,Black,,,2009  September. Released 2009  October,850.0,-0.8455039679974514,,
T-Mobile Vairy Touch II,T-Mobile,Vairy Touch II,2010-02-01,2010.0,2.8,0.05709141944775574,,,2.0,-0.9627827623659824,2 MP,Yes,No,Black,70.0,-0.17610669625099692,2010  Feburary. Released 2010  February,800.0,-0.7591809420678715,,
T-Mobile G2 Touch,T-Mobile,G2 Touch,2009-07-01,2009.0,3.2,1.191809896790255,0.4980544747081712,-0.14493972776096936,5.0,-0.43989627680927657,5 MP| autofocus,Yes,Yes with A-GPS,Black,260.0,0.46420640824771536,2009  July. Released 2009  July,1350.0,1.1894229907265736,0.2801556420233463,0.9528653895358447
T-Mobile Dash 3G,T-Mobile,Dash 3G,2009-06-01,2009.0,2.4,-0.12018456753419877,0.2490272373540856,-0.20590010691480418,2.0,-0.9659043247864066,2 MP,Yes,Yes with A-GPS,Brown,180.0,0.18298682341379163,2009  March. Released 2009  June,1500.0,1.7999010783437812,0.1867704280155642,-0.23476393655230987
T-Mobile myTouch 3G,T-Mobile,myTouch 3G,2009-04-01,2009.0,3.2,1.191809896790255,0.4980544747081712,-0.14493972776096936,15.0,1.3134638831144905,3.15 MP| autofocus,Yes,Yes with A-GPS,White| Black| Red,250.0,0.4290539601434749,2009  June. Released 2009  April,1340.0,1.1487244515520934,0.1867704280155642,-0.23476393655230987
T-Mobile MDA Vario V,T-Mobile,MDA Vario V,2009-06-01,2009.0,3.6,1.8478071289524816,0.4980544747081712,-0.14493972776096936,15.0,1.3134638831144905,3.15 MP| autofocus,Yes,Yes,Black/Grey,,,2009  February. Released 2009  June,1500.0,1.7999010783437812,0.2801556420233463,0.9528653895358447
T-Mobile MDA Compact V,T-Mobile,MDA Compact V,2009-06-01,2009.0,3.2,1.191809896790255,0.4980544747081712,-0.14493972776096936,5.0,-0.43989627680927657,5 MP| autofocus,Yes,Yes with A-GPS,Black,,,2009  February. Released 2009  June,1100.0,0.17195951136456117,0.2801556420233463,0.9528653895358447
T-Mobile Sidekick LX 2009,T-Mobile,Sidekick LX 2009,2009-04-01,2009.0,3.2,1.191809896790255,,,15.0,1.3134638831144905,3.15 MP| autofocus| LED flash,Yes,Yes with A-GPS,Orchid| Carbon,220.0,0.3235966158307535,2009  April,1250.0,0.7824375989817687,,
T-Mobile Shadow 2,T-Mobile,Shadow 2,2009-01-01,2009.0,,,,,2.0,-0.9659043247864066,2 MP,Yes,No,White Mint| Black Burgundy,150.0,0.07752947910107023,2009  January,1100.0,0.17195951136456117,,
T-Mobile Vairy Touch,T-Mobile,Vairy Touch,2009-03-01,2009.0,2.4,-0.12018456753419877,,,3.0,-0.79056830879403,1.3 MP,Yes,No,Black,,,2009  March,,,,
T-Mobile MDA Basic,T-Mobile,MDA Basic,2009-01-01,2009.0,2.8,0.5358126646280278,0.2490272373540856,-0.20590010691480418,2.0,-0.9659043247864066,2 MP,Yes,No,Gray,,,2009  January,1100.0,0.17195951136456117,0.1245136186770428,-1.0265168206110795
T-Mobile G1,T-Mobile,G1,2008-10-01,2008.0,3.2,1.7655194772588336,0.2490272373540856,-0.10956273318464368,15.0,1.5931305803994904,3.15 MP| autofocus,Yes,Yes,White| Black| Brown,290.0,0.23837528431254834,2008  September. Released 2008  October,1150.0,0.5592049524193243,0.1867704280155642,0.43231668396090295
T-Mobile Shadow,T-Mobile,Shadow,2007-10-01,2007.0,,,0.2490272373540856,-0.05257651703515376,2.0,-0.46841552161333183,2 MP,Yes,No,Black,260.0,1.1030820407544644,2007  October,920.0,-0.137705367483189,0.1245136186770428,1.2048422325474824
T-Mobile MDA Compact IV,T-Mobile,MDA Compact IV,2009-03-01,2009.0,2.8,0.5358126646280278,4.0,0.7123156040898324,15.0,1.3134638831144905,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,,,2008  May. Released 2009  Q1,900.0,-0.6420112721250488,0.1245136186770428,-1.0265168206110795
T-Mobile Sidekick,T-Mobile,Sidekick,2008-07-01,2008.0,2.6,0.6837102941984888,0.0622568093385214,-0.1446631666413188,3.0,-0.579518517835871,1.3 MP,Yes,No,Black,,,2008  July,1030.0,0.11173251231656732,0.1245136186770428,-0.07179022497841123
T-Mobile Sidekick Slide,T-Mobile,Sidekick Slide,2007-11-01,2007.0,2.5,0.7334408478104173,0.1245136186770428,-0.1392164228548913,3.0,-0.23957949843984636,1.3 MP,Yes,No,Black,100.0,-0.28739147342485327,2007  September. Released 2007  November,1130.0,0.6922612202629459,,
T-Mobile Sidekick LX,T-Mobile,Sidekick LX,2007-09-01,2007.0,3.0,1.763092513093537,0.0622568093385214,-0.1825363757647601,3.0,-0.23957949843984636,1.3 MP,Yes,No,Black,160.0,0.23403609439239087,2007  September,1540.0,2.312672177291114,0.0622568093385214,-0.7286770388460823
T-Mobile Sidekick 3,T-Mobile,Sidekick 3,2006-06-01,2006.0,2.6,1.5426233929788267,,,3.0,-0.13598661353225813,1.3 MP| LED flash,Yes,No,Black,,,2006  June,1500.0,2.567148196341073,0.0622568093385214,0.34641016151377557
T-Mobile Wing,T-Mobile,Wing,2006-11-01,2006.0,2.8,2.123436921102352,0.1245136186770428,0.04673976965977315,2.0,-0.45328871177419394,2 MP,Yes,No,Black,,,2006  November,1130.0,0.9281496400086406,0.0622568093385214,0.34641016151377557
T-Mobile Dash,T-Mobile,Dash,2006-09-01,2006.0,2.4,0.9618098648553003,0.1245136186770428,0.04673976965977315,3.0,-0.13598661353225813,1.3 MP,Yes,No,,,,2006  September,960.0,0.17509624926130685,0.0622568093385214,0.34641016151377557
Thuraya SG-2520,Thuraya,SG-2520,2007-03-01,2007.0,1.9,-0.5021411505293267,0.1245136186770428,-0.1392164228548913,3.0,-0.23957949843984636,1.3 MP,No,Yes,Light Silver| Dark Gray,,,2007  March,1280.0,1.2850944972244709,,
Toshiba Excite 13 AT335,Toshiba,Excite 13 AT335,2012-07-01,2012.0,13.3,5.642155335962936,64.0,3.6055186519190223,5.0,-0.46756350124977747,5 MP| autofocus| LED flash,Yes with four speakers,Yes with A-GPS,Dark gray metallic,540.0,3.6237045340752614,2012  April,,,1.0,0.5980255572577693
Toshiba Excite 7.7 AT275,Toshiba,Excite 7.7 AT275,2012-07-01,2012.0,7.7,2.3016433912389,64.0,3.6055186519190223,5.0,-0.46756350124977747,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Dark gray metallic,410.0,2.380496063557375,2012  April,,,1.0,0.5980255572577693
Toshiba Windows Phone IS12T,Toshiba,Windows Phone IS12T,2011-09-01,2011.0,3.7,0.21829381983968163,32.0,2.078799489889764,2.0,-1.0183273241460837,13.2 MP| autofocus| LED flash,Yes,Yes with A-GPS,Citrus| Magenta| Black,590.0,3.126645519235503,2011  July,1460.0,0.009187998121155888,,
Toshiba Thrive,Toshiba,Thrive,2011-07-01,2011.0,10.1,4.08316800716519,32.0,2.078799489889764,5.0,-0.3724621341234703,5 MP| autofocus,Yes with stereo speakers,Yes with A-GPS,Black,300.0,1.0919208197945525,2010  June. Released 2011  July,,,1.0,-0.02072301556403856
Toshiba K01,Toshiba,K01,2010-04-01,2010.0,4.1,1.5750601167200555,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP| autofocus,Yes,Yes with A-GPS,Black| White,,,2010  February. Released 2010  April,1000.0,-0.31796960705389365,0.2490272373540856,-0.12081919037669873
Toshiba TG02,Toshiba,TG02,2010-02-01,2010.0,4.1,1.5750601167200555,0.4980544747081712,-0.27369581569941803,15.0,1.4911275886101716,3.15 MP| autofocus,Yes,Yes with A-GPS,Black| White,,,2010  February,1000.0,-0.31796960705389365,0.2490272373540856,-0.12081919037669873
Toshiba TG01,Toshiba,TG01,2009-06-01,2009.0,4.1,2.6678036691552642,0.4980544747081712,-0.14493972776096936,15.0,1.3134638831144905,3.15 MP| autofocus,Yes,Yes with A-GPS,Black| White,500.0,1.3078651627494864,2009  January. Released 2009  June,1000.0,-0.23502588038024386,0.2490272373540856,0.5569889475064598
Toshiba G810,Toshiba,G810,2008-09-01,2008.0,2.83,1.098403814371621,0.2490272373540856,-0.10956273318464368,15.0,1.5931305803994904,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,220.0,0.09132932579685586,2008  February. Released 2008  September,1530.0,1.9762010127447214,0.1245136186770428,-0.07179022497841123
Toshiba G910 / G920,Toshiba,G910 / G920,2008-06-01,2008.0,3.0,1.4049164162387184,0.2490272373540856,-0.10956273318464368,2.0,-0.7605726093554845,2 MP| autofocus,No,Yes with A-GPS,Silver,190.0,0.028309629290130527,2008  January. Released 2008  June,1320.0,1.1931242425648967,0.1245136186770428,-0.07179022497841123
Toshiba G450,Toshiba,G450,2008-01-01,2008.0,,,0.1556420233463035,-0.12711294991298125,,,,No,No,Black| Red| White,130.0,-0.09772976372332016,2008  January,600.0,-1.4917103980516453,,
Toshiba G710,Toshiba,G710,2008-09-01,2008.0,2.46,0.43128815148440824,0.1245136186770428,-0.13296302215576045,2.0,-0.7605726093554845,2 MP,No,Yes,Black,220.0,0.09132932579685586,2008  January. Released 2008  September,1050.0,0.1863112523336935,0.0622568093385214,-0.5758971339177255
Toshiba G900,Toshiba,G900,2007-02-01,2007.0,3.0,1.763092513093537,0.0389105058365758,-0.19878135810596095,2.0,-0.46841552161333183,2 MP| LED flash,No,No,Silver,410.0,2.406650960297575,2007  February,1320.0,1.4431833710808775,0.1245136186770428,1.2048422325474824
Toshiba G500,Toshiba,G500,2007-02-01,2007.0,2.3,0.32158018169716895,0.0622568093385214,-0.1825363757647601,2.0,-0.46841552161333183,2 MP,Yes,No,Silver,260.0,1.1030820407544644,2007  February,1200.0,0.9689167495116575,,
Toshiba TS605,Toshiba,TS605,2006-12-01,2006.0,1.93,-0.40310192623498553,0.0048638132295719,-0.1814390605623188,3.0,-0.13598661353225813,1.3 MP,No,No,Pink| Green| Champagne| Copper| Silver| Aubergine,,,2006  December,,,,
Toshiba TX80,Toshiba,TX80,2006-12-01,2006.0,2.4,0.9618098648553003,0.0389105058365758,-0.11651012513326826,15.0,3.6716385653709716,3.15 MP| LED flash,Yes,No,Cosmo Pink| Sugar White| Honeycomb Black,,,2006  December,,,,
Toshiba TS32,Toshiba,TS32,2006-12-01,2006.0,1.93,-0.40310192623498553,0.0048638132295719,-0.1814390605623188,3.0,-0.13598661353225813,1.3 MP,No,No,Lunar Graphite| Desert Gold| Midnight Purple,,,2006  December,,,,
Toshiba TS705,Toshiba,TS705,2006-09-01,2006.0,1.8,-0.7806307195152771,0.0097276264591439,-0.17216349835816866,3.0,-0.13598661353225813,1.3 MP| rotating,Yes with stereo speakers,No,Silver| Black,,,2006  September,,,,
Toshiba TS608,Toshiba,TS608,2006-06-01,2006.0,1.93,-0.40310192623498553,0.0077821011673151,-0.17587372323982872,3.0,-0.13598661353225813,1.3 MP,No,No,Silver,,,2006  June,,,,
Toshiba TX62,Toshiba,TX62,2006-06-01,2006.0,2.0,-0.19981719139175125,0.0389105058365758,-0.11651012513326826,3.0,-0.13598661353225813,1.3 MP,Yes with stereo speakers,No,Black| Green| Pink,,,2006  June,,,,
Toshiba 904T,Toshiba,904T,2006-03-01,2006.0,2.4,0.9618098648553003,,,15.0,3.6716385653709716,3.15 MP| LED flash,No,Yes,Forest Green| Urban Silver| Canyon Red,,,2006  March,720.0,-0.8880379494408114,,
Toshiba 903T,Toshiba,903T,2005-09-01,2005.0,2.4,0.39898957281982095,,,2.0,-0.36977027157576553,2 MP| autofocus,No,Yes,Blaze Orange| Deep Sea Blue| Haze White,,,2005  September,720.0,-0.9117324992073099,,
Toshiba 705T,Toshiba,705T,2006-05-01,2006.0,2.0,-0.19981719139175125,,,3.0,-0.13598661353225813,1.3 MP| LED flash,No,No,Shell White| Urban Black,,,2006  May,,,,
Unnecto Quattro S,Unnecto,Quattro S,2016-07-01,2016.0,4.0,-1.1627021238930724,8.0,-0.5755952629817532,5.0,-1.269372149066779,5 MP| phase detection autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Navy,,,2016  May,1400.0,-1.4213233476834237,1.0,-0.33800768815695953
Unnecto Neo V,Unnecto,Neo V,2016-07-01,2016.0,5.0,-0.2538279384727618,8.0,-0.5755952629817532,8.0,-0.5836510874783918,8 MP| phase detection autofocus| dual-LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Blue,,,2016  May,2000.0,-0.8497811833043578,1.0,-0.33800768815695953
Unnecto Bolt,Unnecto,Bolt,2016-08-01,2016.0,5.0,-0.2538279384727618,8.0,-0.5755952629817532,8.0,-0.5836510874783918,8 MP| phase detection autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| Silver,,,2016  June,2000.0,-0.8497811833043578,1.0,-0.33800768815695953
Unnecto Quattro V,Unnecto,Quattro V,2016-07-01,2016.0,4.0,-1.1627021238930724,8.0,-0.5755952629817532,5.0,-1.269372149066779,5 MP| phase detection autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Blue,,,2016  May,1600.0,-1.2308092928904018,1.0,-0.33800768815695953
Unnecto Drone XS,Unnecto,Drone XS,2016-06-01,2016.0,3.5,-1.6171392166032277,4.0,-0.698966694447992,3.0,-1.7265195234590376,3 MP| phase detection autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Blue,,,2016  May,1100.0,-1.7070944298729565,0.4980544747081712,-0.44617116470241375
Unnecto Primo 2G,Unnecto,Primo 2G,2016-04-01,2016.0,1.8,-3.162225331817756,0.0311284046692607,-0.821378036953404,1.0,-2.1836668978512956,1 MP| autofocus,Yes,No,Black/Grey,,,2016  March,800.0,-1.9928655120624894,0.0311284046692607,-0.5467883521865572
Unnecto Omnia,Unnecto,Omnia,2015-03-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Gray,,,2015  January,2000.0,-0.5203832802293027,1.0,-0.5262752219775801
Unnecto Swift,Unnecto,Swift,2015-03-01,2015.0,4.0,-0.8206955104597612,8.0,-0.38904700533904973,5.0,-0.9202902712774985,5 MP| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Blue,,,2015  January,1600.0,-0.9460662204216498,1.0,-0.5262752219775801
Unnecto Quattro X,Unnecto,Quattro X,2015-01-01,2015.0,4.0,-0.8206955104597612,4.0,-0.5666042746767089,5.0,-0.9202902712774985,5 MP| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Blue,,,2015  January,1600.0,-0.9460662204216498,0.4980544747081712,-0.9876625557641271
Unnecto Drone XL,Unnecto,Drone XL,2015-03-01,2015.0,3.5,-1.213451498778306,0.4980544747081712,-0.7220532458867218,15.0,1.225716619092509,3.15 MP| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Blue,,,2015  January,1100.0,-1.4781698956620837,0.2490272373540856,-1.2165678996582279
Unnecto Drone X,Unnecto,Drone X,2015-01-01,2015.0,3.5,-1.213451498778306,0.4980544747081712,-0.7220532458867218,15.0,1.225716619092509,3.15 MP| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Blue,,,2015  January,1100.0,-1.4781698956620837,0.2490272373540856,-1.2165678996582279
Unnecto Air 5.5,Unnecto,Air 5.5,2015-02-01,2015.0,5.5,0.35757245449587327,8.0,-0.38904700533904973,13.0,0.7965152410185075,13 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Gray,,,2015  January,2100.0,-0.4139625451812159,1.0,-0.5262752219775801
Unnecto Air 5.0,Unnecto,Air 5.0,2015-02-01,2015.0,5.0,-0.035183533822671566,8.0,-0.38904700533904973,12.0,0.5819145519815068,12 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Gray,,,2015  January,1900.0,-0.6268040152773895,1.0,-0.5262752219775801
Unnecto Air 4.5,Unnecto,Air 4.5,2015-02-01,2015.0,4.5,-0.4279395221412164,8.0,-0.38904700533904973,8.0,-0.2764882041664963,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White| Gray,,,2015  January,1700.0,-0.839645485373563,1.0,-0.5262752219775801
Unnecto Rush,Unnecto,Rush,2014-09-01,2014.0,5.0,0.04131104829218819,4.0,-0.5190876908062221,8.0,-0.011889387758983688,8 MP| LED flash,Yes,Yes with A-GPS,Black| White| Blue,,,2014  September,2000.0,-0.25528217398768827,0.4980544747081712,-0.6842955717047648
Unnecto Quattro Z,Unnecto,Quattro Z,2014-06-01,2014.0,4.0,-0.647744958615067,4.0,-0.5190876908062221,8.0,-0.011889387758983688,8 MP| LED flash,Yes,Yes with A-GPS,Black| White| Blue,,,2014  June,1500.0,-0.6644243864629115,0.4980544747081712,-0.6842955717047648
Unnecto Drone Z,Unnecto,Drone Z,2014-06-01,2014.0,3.5,-0.9922729620686945,0.4980544747081712,-0.7688942108071242,15.0,1.710882898517745,3.15 MP,Yes,Yes with A-GPS,Black| White| Grey,,,2014  June,1200.0,-0.9099097139480454,0.2490272373540856,-0.9178827021550527
Unnecto Quattro,Unnecto,Quattro,2012-06-01,2012.0,4.0,0.09451942776051929,,,15.0,1.7428860916533888,3.15 MP,Yes,Yes,Black,,,2012  March,1400.0,-0.2798554475964464,0.4980544747081712,-0.5026198418464819
Unnecto Blaze,Unnecto,Blaze,2012-04-01,2012.0,3.5,-0.20374056730412674,1.0,-0.5244947446634055,2.0,-1.1306983791207272,2 MP| LED flash,Yes,No,Black| White,,,2012  March,1100.0,-0.5308521277174427,0.4980544747081712,-0.5026198418464819
Unnecto Drone,Unnecto,Drone,2012-04-01,2012.0,3.2,-0.3826965643429142,4.0,-0.3278274400642423,2.0,-1.1306983791207272,2 MP| LED flash,Yes,No,Black/black| black/silver| black/white,,,2012  February,800.0,-0.7818488078384389,2.0,2.7907842205894946
Unnecto Tap,Unnecto,Tap,2011-08-01,2011.0,2.8,-0.3252041127529682,0.2490272373540856,-0.4605470519792178,3.0,-0.8030389274718792,1.3 MP,Yes,No,White/Blue,,,2011  June,950.0,-0.47952887562584934,0.0622568093385214,-0.08646382018348134
Unnecto Pro Z,Unnecto,Pro Z,2012-06-01,2012.0,2.4,-0.859912556446348,0.0622568093385214,-0.5859692199012763,3.0,-0.9096534198304107,1.3 MP,Yes,No,Black| White,,,2012  March,1000.0,-0.6145176877577747,,
Unnecto Pro,Unnecto,Pro,2012-06-01,2012.0,2.4,-0.859912556446348,0.4980544747081712,-0.5574001691683239,3.0,-0.9096534198304107,1.3 MP,Yes,No,Black| White,,,2012  March,1000.0,-0.6145176877577747,0.2490272373540856,-1.048676473960219
Unnecto Edge,Unnecto,Edge,2011-08-01,2011.0,2.2,-0.6875360678147343,0.1245136186770428,-0.4705052737120373,3.0,-0.8030389274718792,1.3 MP,Yes,No,Black/Black| Black/Red,,,2011  June,900.0,-0.5274422946206538,,
Unnecto Shell,Unnecto,Shell,2011-08-01,2011.0,2.2,-0.6875360678147343,0.1245136186770428,-0.4705052737120373,3.0,-0.8030389274718792,1.3 MP,Yes,No,Black| Silver,,,2011  June,1000.0,-0.43161545663104495,,
Unnecto Pebble,Unnecto,Pebble,2011-08-01,2011.0,2.0,-0.8083133861686566,0.0622568093385214,-0.47548438457844716,3.0,-0.8030389274718792,1.3 MP,Yes,No,Black/Black| Black/Pink| White/Blue,,,2011  June,800.0,-0.6232691326102626,,
Unnecto Drift,Unnecto,Drift,2011-08-01,2011.0,2.4,-0.5667587494608124,0.1245136186770428,-0.4705052737120373,3.0,-0.8030389274718792,1.3 MP,Yes,No,Black| Yellow| Orange,,,2011  June,800.0,-0.6232691326102626,,
Unnecto Eco,Unnecto,Eco,2011-08-01,2011.0,1.77,-0.9472073022756671,0.0622568093385214,-0.47548438457844716,,,VGA,Yes,No,Black/Red| White/Blue| Black/Grey| Blue/Blue| White/Pink,,,2011  June,1100.0,-0.33578861864143605,,
Vertu Signature Touch (2015),Vertu,Signature Touch (2015),2015-10-01,2015.0,5.2,0.1219188615047465,64.0,2.096754765388179,21.0,2.5133207533145137,21 MP| phase detection autofocus| dual-LED (dual tone) flash,Yes with stereo speakers,Yes with A-GPS GLONASS,Jet Calf| Garnet Calf| Grape Lizard| Pure Jet Lizard| Jet Alligator| Pure Navy Alligator| Clous de Paris Alligator| Pure Jet Red Gold,9000.0,20.84104754776957,2015  September,3160.0,0.714097246328504,4.0,2.2313188427466657
Vertu Aster,Vertu,Aster,2014-12-01,2014.0,4.7,-0.16540575377998823,64.0,3.7609306852092335,13.0,1.2186622452958227,13 MP (Hasselblad certified)| autofocus| dual-LED flash,Yes with stereo speakers,Yes with A-GPS GLONASS,Onyx Calf| Lagoon Calf| Blush Calf| Caviar Karung| Tangerine Karung| Raspberry Ostrich| Cognac Ostrich,5440.0,12.874336412658135,2014  October,2275.0,-0.030253957126315463,2.0,0.7245268088235345
Vertu Signature Touch,Vertu,Signature Touch,2014-06-01,2014.0,4.7,-0.16540575377998823,64.0,3.7609306852092335,13.0,1.2186622452958227,13 MP (Hasselblad certified)| autofocus| dual-LED flash,Yes with stereo speakers,Yes with A-GPS GLONASS,Jet/ Claret leather| pure Jet leather| pure Jet red gold| Seaspray/ Damson/ Pure navy lizard| Jet alligator| Clous De Paris,8290.0,19.900582877749226,2014  June,2275.0,-0.030253957126315463,2.0,0.7245268088235345
Vertu Constellation 2013,Vertu,Constellation 2013,2013-10-01,2013.0,4.3,-0.08667721708822523,32.0,1.4138026310382852,13.0,1.179871313022212,13 MP| autofocus| dual-LED flash,Yes built-in amplifier,Yes with A-GPS GLONASS,Cappuccino| Black| Orange| Mocha| Raspberry| Pure Navy Alligator| Pure Plum Alligator,5000.0,11.098659697010113,2013  October,1800.0,-0.23774705545469957,,
Vertu Ti,Vertu,Ti,2013-02-01,2013.0,3.7,-0.49882115023282336,64.0,3.476116837971746,8.0,0.06280986100320407,8 MP| autofocus| LED flash,Yes with stereo speakers (Bang&Olufsen),Yes with A-GPS,Black/Gray,7900.0,17.800814560589224,2013  February,,,1.0,0.02340056946440414
Vertu Constellation,Vertu,Constellation,2011-10-01,2011.0,3.5,0.0975165014857594,,,8.0,0.27340305589914315,8 MP| fixed focus| dual-LED flash,Yes,Yes with A-GPS,Stain/Polished stainless steel| brown/black/pink leather or black alligator skin,2330.0,15.334993715881204,2011  October,1200.0,-0.2399617806518272,,
Vertu Ascent Ferrari GT,Vertu,Ascent Ferrari GT,2011-06-01,2011.0,2.0,-0.8083133861686566,32.0,2.078799489889764,5.0,-0.3724621341234703,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,2011  January,,,,
Vertu Constellation Quest,Vertu,Constellation Quest,2010-12-01,2010.0,2.46,-0.3399157783003841,8.0,1.0818170874651745,5.0,-0.3964957582945622,5 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS,Silver| Pink| Black| Brown| Yellow Gold| Carbon fibre with gold| Carbon fibre,6140.0,18.745028645178273,2010  October. Released 2010  December,1500.0,0.7850587304810509,,
Vertu Ascent 2010,Vertu,Ascent 2010,2010-04-01,2010.0,2.0,-0.877043163489044,8.0,1.0818170874651745,5.0,-0.3964957582945622,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Aluminium and Titanium versions with various colors,,,2010  April. Released 2010  April,,,32.0,12.011610904632054
Vertu Constellation Ayxta,Vertu,Constellation Ayxta,2009-10-01,2009.0,2.4,-0.12018456753419877,0.0972762645914396,-0.2430478379616723,15.0,1.3134638831144905,3.15 MP| autofocus| LED flash,Yes,Yes with A-GPS; Google maps,Black| Dark Brown,5020.0,17.19677170586618,2009  September. Released 2009  October,1000.0,-0.23502588038024386,,
