id,brand,model,date,year,display_size_inches,internal_memory_in_gb,primary_camera_mega_pixel,primary_camera,loud_speaker,gps,colors,approx_price_eur,announced,battery_mah,ram_in_gb
Acer Iconia Talk S,Acer,Iconia Talk S,2016-10-01,2016.0,7.0,32.0,13.0,13 MP| autofocus,Yes,Yes with A-GPS GLONASS,Black,170.0,2016  August,3400.0,2.0
Acer Liquid Z6 Plus,Acer,Liquid Z6 Plus,2016-12-01,2016.0,5.5,32.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,250.0,2016  August,4080.0,3.0
Acer Liquid Z6,Acer,Liquid Z6,2016-12-01,2016.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,120.0,2016  August,2000.0,1.0
Acer Liquid X2,Acer,Liquid X2,2016-02-01,2016.0,5.5,32.0,13.0,13 MP| f/1.8| autofocus| LED flash| ,Yes,Yes with A-GPS,Black| Gold,230.0,2015  April,4020.0,3.0
Acer Liquid Jade 2,Acer,Liquid Jade 2,2016-02-01,2016.0,5.5,32.0,21.0,21 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS,Black,,2016  February,,3.0
Acer Liquid Zest Plus,Acer,Liquid Zest Plus,2016-07-01,2016.0,5.5,16.0,13.0,13 MP| phase detection/laser autofocus| LED flash,Yes,Yes with A-GPS,Blue| White,200.0,2016  April,5000.0,2.0
Acer Liquid Zest,Acer,Liquid Zest,2016-04-01,2016.0,5.0,8.0,8.0,8 MP| f/2.0| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,110.0,2016  February,2000.0,1.0
Acer Liquid Jade Primo,Acer,Liquid Jade Primo,2016-04-01,2016.0,5.5,32.0,21.0,21 MP| f/2.2| autofocus| dual-LED flash| ,Yes,Yes with A-GPS,Black,220.0,2015  September,2870.0,3.0
Acer Liquid Z330,Acer,Liquid Z330,2015-10-01,2015.0,4.5,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Mystic Black| Pure White,110.0,2015  September,2000.0,1.0
Acer Liquid Z320,Acer,Liquid Z320,2015-11-01,2015.0,4.5,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Pure White,90.0,2015  September,2000.0,1.0
Acer Liquid Z630S,Acer,Liquid Z630S,2015-09-01,2015.0,5.5,32.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| Gold,,2015  September,4000.0,3.0
Acer Liquid Z630,Acer,Liquid Z630,2015-09-01,2015.0,5.5,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,200.0,2015  September,4000.0,1.0
Acer Liquid Z530S,Acer,Liquid Z530S,2015-11-01,2015.0,5.0,32.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,,2015  September,2420.0,3.0
Acer Liquid Z530,Acer,Liquid Z530,2015-10-01,2015.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,150.0,2015  September,2420.0,1.0
Acer Liquid M330,Acer,Liquid M330,2015-11-01,2015.0,4.5,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Mystic Black| Pure White,,2015  September,2000.0,1.0
Acer Liquid M320,Acer,Liquid M320,2015-11-01,2015.0,4.5,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Mystic Black| Pure White,,2015  September,2000.0,1.0
Acer Liquid Jade Z,Acer,Liquid Jade Z,2015-04-01,2015.0,5.0,8.0,13.0,13 MP| f/1.8| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,200.0,2015  March,2300.0,1.0
Acer Liquid Z520,Acer,Liquid Z520,2015-04-01,2015.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,130.0,2015  March,2000.0,1.0
Acer Liquid Z220,Acer,Liquid Z220,2015-04-01,2015.0,4.0,8.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,90.0,2015  March,1300.0,1.0
Acer Liquid M220,Acer,Liquid M220,2015-05-01,2015.0,4.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Mystic Black| Pure White,80.0,2015  March,1300.0,0.4980544747081712
Acer Liquid Z410,Acer,Liquid Z410,2015-02-01,2015.0,4.5,8.0,5.0,5 MP| autofocus| LED flash,Yes dual speakers,Yes with A-GPS,Black,130.0,2015  January,2000.0,1.0
Acer Liquid Jade S,Acer,Liquid Jade S,2014-12-01,2014.0,5.0,16.0,13.0,13 MP| f/1.8| autofocus| LED flash| ,Yes,Yes with A-GPS,Black| White| Red| Pink,200.0,2014  December,2300.0,2.0
Acer Liquid Z500,Acer,Liquid Z500,2014-09-01,2014.0,5.0,4.0,8.0,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Aquamarine Green| Sandy Silver| Titanium Black,150.0,2014  September,2000.0,1.0
Acer Liquid X1,Acer,Liquid X1,2014-09-01,2014.0,5.7,16.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Graphite black| Wine red,260.0,2014  June,2700.0,2.0
Acer Liquid Jade,Acer,Liquid Jade,2014-07-01,2014.0,5.0,8.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White| Green| Pink| Gray,180.0,2014  June,2100.0,1.0
Acer Liquid E700,Acer,Liquid E700,2014-08-01,2014.0,5.0,16.0,8.0,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Titan Black| Burgundy Red,200.0,2014  June,3500.0,2.0
Acer Liquid E600,Acer,Liquid E600,2014-09-01,2014.0,5.0,4.0,8.0,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| Green| Dark red,200.0,2014  June,2500.0,1.0
Acer Liquid Z200,Acer,Liquid Z200,2014-09-01,2014.0,4.0,4.0,2.0,2 MP,Yes,Yes with A-GPS,Titanium Black| Essential White| Fragrant Pink| Sky Blue| Sunshine Yellow,90.0,2014  June,1300.0,0.4980544747081712
Acer Iconia Tab 7 A1-713,Acer,Iconia Tab 7 A1-713,2014-08-01,2014.0,7.0,16.0,2.0,2 MP,Yes,Yes,Black,110.0,2014  April,,1.0
Acer Iconia Tab 7 A1-713HD,Acer,Iconia Tab 7 A1-713HD,2014-08-01,2014.0,7.0,16.0,5.0,5 MP,Yes,Yes,Black,150.0,2014  April,,1.0
Acer Liquid E3 Duo Plus,Acer,Liquid E3 Duo Plus,2014-09-01,2014.0,4.7,16.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Black,240.0,2014  Q3,,2.0
Acer Liquid E3,Acer,Liquid E3,2014-04-01,2014.0,4.7,4.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Black/White,200.0,2014  February,,1.0
Acer Liquid Z4,Acer,Liquid Z4,2014-04-01,2014.0,4.0,4.0,5.0,5 MP| autofocus| LED flash,Yes,No,Black/White,100.0,2014  February,1630.0,0.4980544747081712
Acer Iconia B1-721,Acer,Iconia B1-721,2014-01-01,2014.0,7.0,16.0,,VGA,Yes,Yes,Black/Red,130.0,2014  January,2955.0,1.0
Acer Liquid Z5,Acer,Liquid Z5,2014-01-01,2014.0,5.0,4.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,Essential White| Gentle Grey,170.0,2014  January,2000.0,0.4980544747081712
Acer Liquid S2,Acer,Liquid S2,2013-12-01,2013.0,6.0,16.0,13.0,13 MP| autofocus| quad-LED (ring) flash,Yes with stereo speakers,Yes with A-GPS GLONASS,Black| Red,340.0,2013  August,3300.0,2.0
Acer Liquid Z3,Acer,Liquid Z3,2013-09-01,2013.0,3.5,4.0,15.0,3.15 MP,Yes,Yes with A-GPS,Rock Black| Classic White,100.0,2013  August,1500.0,0.4980544747081712
Acer Liquid S1,Acer,Liquid S1,2013-08-01,2013.0,5.7,8.0,8.0,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,White| Black,320.0,2013  June,2400.0,1.0
Acer Iconia Tab A3,Acer,Iconia Tab A3,2013-11-01,2013.0,10.1,32.0,5.0,5 MP,Yes with stereo speakers,Yes with A-GPS,Black/Silver| White,190.0,2013  September,7300.0,1.0
Acer Iconia Tab A1-811,Acer,Iconia Tab A1-811,2013-06-01,2013.0,7.9,8.0,5.0,5 MP| autofocus,Yes,Yes with A-GPS,White,150.0,2013  Q2,4960.0,1.0
Acer Liquid E2,Acer,Liquid E2,2013-05-01,2013.0,4.5,4.0,8.0,8 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White,180.0,2013  April,2000.0,1.0
Acer Liquid Z2,Acer,Liquid Z2,2013-03-01,2013.0,3.5,4.0,3.0,3 MP or 5 MP,Yes,Yes with A-GPS,Black| Black/White,100.0,2013  February,1300.0,0.4980544747081712
Acer Liquid C1,Acer,Liquid C1,2013-03-01,2013.0,4.3,4.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,180.0,2013  January,2000.0,1.0
Acer Liquid E1,Acer,Liquid E1,2013-03-01,2013.0,4.5,4.0,5.0,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| White,170.0,2013  January,1760.0,1.0
Acer Liquid Z110,Acer,Liquid Z110,2012-10-01,2012.0,3.5,4.0,15.0,3.15 MP,Yes,Yes with A-GPS,Black| White,100.0,2012  October,1300.0,0.4980544747081712
Acer Liquid Gallant E350,Acer,Liquid Gallant E350,2012-09-01,2012.0,4.3,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Gentle Black| Ceramic White,160.0,2012  August,1500.0,1.0
Acer Liquid Gallant Duo,Acer,Liquid Gallant Duo,2012-09-01,2012.0,4.3,4.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Gentle Black| Ceramic White,140.0,2012  July,1500.0,1.0
Acer Liquid Glow E330,Acer,Liquid Glow E330,2012-08-01,2012.0,3.7,1.0,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White| Pink,120.0,2012  February,1300.0,0.4980544747081712
Acer CloudMobile S500,Acer,CloudMobile S500,2012-09-01,2012.0,4.3,8.0,8.0,8 MP| autofocus| LED flash| ,Yes,Yes with A-GPS,Black,220.0,2012  February,1460.0,1.0
Acer Iconia Tab A701,Acer,Iconia Tab A701,2012-07-01,2012.0,10.1,64.0,5.0,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Titanium Gray,380.0,2012  January,9800.0,1.0
Acer Iconia Tab A511,Acer,Iconia Tab A511,2012-08-01,2012.0,10.1,32.0,5.0,5 MP| autofocus,Yes with stereo speakers,Yes with A-GPS,Black| Silver,250.0,2012  February,9800.0,1.0
Acer Allegro,Acer,Allegro,2011-11-01,2011.0,3.6,8.0,5.0,5 MP| autofocus,Yes,Yes with A-GPS,Black| White,140.0,2011  October,1300.0,
Acer Liquid Express E320,Acer,Liquid Express E320,2011-11-01,2011.0,3.5,0.4980544747081712,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,90.0,2011  September,,0.4980544747081712
Acer Iconia Tab A501,Acer,Iconia Tab A501,2011-04-01,2011.0,10.1,64.0,5.0,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black,490.0,2011  February. Released 2011  April,3260.0,1.0
Acer Iconia Smart,Acer,Iconia Smart,2011-08-01,2011.0,4.8,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Silver,220.0,2011  February,1500.0,0.4980544747081712
Acer Iconia Tab A101,Acer,Iconia Tab A101,2011-05-01,2011.0,7.0,16.0,5.0,5 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black/Red| Black/Blue,260.0,2011  February. Released 2011  May,1530.0,1.0
Acer Liquid mini E310,Acer,Liquid mini E310,2011-04-01,2011.0,3.2,0.4980544747081712,5.0,5 MP,Yes,Yes with A-GPS,blue| pink| silver| black| green| lagoon| cherry| pearl| steel,120.0,2011  January,1300.0,0.4980544747081712
Acer beTouch E210,Acer,beTouch E210,2011-06-01,2011.0,2.6,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black| White,150.0,2011  January,1300.0,0.2490272373540856
Acer beTouch E140,Acer,beTouch E140,2010-12-01,2010.0,2.8,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black,110.0,2010  December. Released 2010  December,1300.0,0.2490272373540856
Acer beTouch T500,Acer,beTouch T500,2010-12-01,2010.0,3.2,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black,70.0,2010  October. Released 2010  Q4,1500.0,0.2490272373540856
Acer Liquid mt,Acer,Liquid mt,2010-11-01,2010.0,3.6,0.4980544747081712,5.0,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Silver,70.0,2010  October. Released 2010  November,1500.0,0.4980544747081712
Acer beTouch E130,Acer,beTouch E130,2010-08-01,2010.0,2.6,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black| White,90.0,2010  June. Released 2010  August,1500.0,0.2490272373540856
Acer beTouch E120,Acer,beTouch E120,2010-09-01,2010.0,2.8,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black| White,70.0,2010  June. Released 2010  Q3,1500.0,0.2490272373540856
Acer Stream,Acer,Stream,2010-08-01,2010.0,3.7,2.0,5.0,5 MP| autofocus| ,Yes,Yes with A-GPS,Black,130.0,2010  May. Released 2010  August,1400.0,0.4980544747081712
Acer Liquid E,Acer,Liquid E,2010-08-01,2010.0,3.5,0.4980544747081712,5.0,5 MP| autofocus,Yes,Yes with A-GPS,Black| White| Red| Ferrari edition,90.0,2010  February. Released 2010  August,1350.0,0.4980544747081712
Acer neoTouch P400,Acer,neoTouch P400,2010-05-01,2010.0,3.2,0.4980544747081712,15.0,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,100.0,2010  February. Released 2010  May,1090.0,0.2490272373540856
Acer beTouch E400,Acer,beTouch E400,2010-04-01,2010.0,3.2,0.4980544747081712,15.0,3.15 MP| autofocus,Yes,Yes with A-GPS,Soft-touch Black| Ceramic White and Pearl Red with 3 exchangeable battery covers,80.0,2010  February. Released 2010  April,1090.0,0.2490272373540856
Acer neoTouch P300,Acer,neoTouch P300,2010-06-01,2010.0,3.2,0.4980544747081712,15.0,3.15 MP| autofocus,Yes,Yes with A-GPS,Black,80.0,2010  February. Released 2010  Q2,970.0,0.2490272373540856
Acer beTouch E110,Acer,beTouch E110,2010-03-01,2010.0,2.8,0.2490272373540856,15.0,3.15 MP,Yes,Yes with A-GPS,Black| Dark Blue,70.0,2010  February. Released 2010  March,1500.0,0.2490272373540856
Acer Liquid,Acer,Liquid,2009-12-01,2009.0,3.5,0.4980544747081712,5.0,5 MP| autofocus| ,Yes,Yes with A-GPS,Black| White| Red,90.0,2009  October. Released 2009  December,1350.0,0.2490272373540856
Acer neoTouch,Acer,neoTouch,2009-10-01,2009.0,3.8,0.4980544747081712,5.0,5 MP| autofocus| LED flash| ,Yes,Yes with A-GPS,Black,210.0,2009  October. Released 2009  October,1350.0,0.2490272373540856
Acer beTouch E200,Acer,beTouch E200,2009-10-01,2009.0,3.0,0.4980544747081712,15.0,3.15 MP,Yes,Yes with A-GPS,Black| White,190.0,2009  October. Released 2009  October,1140.0,0.2490272373540856
Acer beTouch E100,Acer,beTouch E100,2009-10-01,2009.0,3.2,0.4980544747081712,2.0,2 MP,Yes,Yes with A-GPS,Black,180.0,2009  October. Released 2009  October,1140.0,0.2490272373540856
Acer beTouch E101,Acer,beTouch E101,2009-10-01,2009.0,3.2,0.4980544747081712,2.0,2 MP,Yes,Yes with A-GPS,Black,170.0,2009  October. Released 2009  October,1140.0,0.2490272373540856
Acer DX650,Acer,DX650,2009-06-01,2009.0,2.8,,2.0,2 MP,Yes,Yes SiRF Star III chipset,Black,150.0,2009  June. Released 2009  June,1260.0,
Acer M900,Acer,M900,2009-06-01,2009.0,3.8,,5.0,5 MP| autofocus| LED flash,Yes,Yes SiRF Star III chipset,Black,250.0,2009  February. Released 2009  June,1530.0,
Acer F900,Acer,F900,2009-06-01,2009.0,3.8,0.2490272373540856,15.0,3.15 MP| autofocus| LED flash,Yes,Yes SiRF Star III chipset,Black,210.0,2009  February. Released 2009  June,1530.0,0.1245136186770428
Acer X960,Acer,X960,2009-04-01,2009.0,2.8,0.2490272373540856,15.0,3.15 MP| autofocus| LED flash,Yes,Yes SiRF Star III chipset,Black,270.0,2009  February. Released 2009  April,1530.0,0.1245136186770428
Acer DX900,Acer,DX900,2009-04-01,2009.0,2.8,0.2490272373540856,15.0,3.15 MP| autofocus| LED flash,Yes,Yes SiRF Star III chipset,Black,90.0,2009  February. Released 2009  April,1530.0,0.1245136186770428
alcatel Flash (2017),alcatel,Flash (2017),2017-05-01,2017.0,5.5,32.0,13.0,Dual 13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS GLONASS BDS,Titanium Grey,,2017  April,3100.0,3.0
alcatel U5,alcatel,U5,2017-06-01,2017.0,5.0,8.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,Black| White,,2017  February,2050.0,1.0
alcatel A5 LED,alcatel,A5 LED,2017-06-01,2017.0,5.2,16.0,8.0,8 MP| f/2.0| autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Gray,200.0,2017  February,2800.0,2.0
alcatel A3,alcatel,A3,2017-06-01,2017.0,5.0,16.0,13.0,13 MP| f/2.0| autofocus| LED flash,Yes,Yes with A-GPS,White| Gray,,2017  February,2460.0,5.0
alcatel A3 XL,alcatel,A3 XL,2017-06-01,2017.0,6.0,16.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Sideral Gray/Silver|  White/Silver| White/Blue| White/Fuchsia| White/Yellow| Gold,120.0,2017  January,3000.0,2.0
alcatel Shine Lite,alcatel,Shine Lite,2016-10-01,2016.0,5.0,16.0,13.0,13 MP| autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Satin Gold| Pure White| Prime Black,200.0,2016  September,2460.0,2.0
alcatel Pixi 4 Plus Power,alcatel,Pixi 4 Plus Power,2016-10-01,2016.0,5.5,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White| Blue| Orange| Green,,2016  September,5000.0,1.0
alcatel Fierce 4,alcatel,Fierce 4,2016-08-01,2016.0,5.5,16.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,80.0,2016  August,2500.0,2.0
alcatel X1,alcatel,X1,2016-06-01,2016.0,5.0,16.0,13.0,13 MP| f/2.2| autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,White| Black,250.0,2015  December,2150.0,2.0
alcatel Pixi 4 (5),alcatel,Pixi 4 (5),2016-06-01,2016.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,60.0,2016  June,2000.0,1.0
alcatel Flash Plus 2,alcatel,Flash Plus 2,2016-05-01,2016.0,5.5,16.0,13.0,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Venus Gold| Luna Silver,140.0,2016  May,3000.0,2.0
alcatel POP 7 LTE,alcatel,POP 7 LTE,2016-04-01,2016.0,7.0,8.0,5.0,5 MP,Yes with stereo speakers (4 speakers),Yes,White,130.0,2016  April,3240.0,1.0
alcatel Pop 4S,alcatel,Pop 4S,2016-09-01,2016.0,5.5,16.0,13.0,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Various,150.0,2016  February,2960.0,2.0
alcatel Pop 4+,alcatel,Pop 4+,2016-09-01,2016.0,5.5,16.0,8.0,8 MP| f/2.0| autofocus| LED flash,Yes,Yes with A-GPS,Various,110.0,2016  February,2500.0,5.0
alcatel Pop 4,alcatel,Pop 4,2016-09-01,2016.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,80.0,2016  February,2500.0,1.0
alcatel Idol 4s Windows,alcatel,Idol 4s Windows,2016-09-01,2016.0,5.5,64.0,21.0,21 MP| phase detection autofocus| dual-LED (dual tone) flash,Yes with stereo speakers,Yes with A-GPS,Halo Gold,440.0,2016  Q3,3000.0,4.0
alcatel Idol 4s,alcatel,Idol 4s,2016-07-01,2016.0,5.5,32.0,16.0,16 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes with stereo speakers,Yes with A-GPS,Gold| Dark Gray| Rose Gold| Metal Silver,350.0,2016  February,3000.0,3.0
alcatel Idol 4,alcatel,Idol 4,2016-06-01,2016.0,5.2,16.0,13.0,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes with stereo speakers,Yes with A-GPS,Gold| Dark Gray| Rose Gold| Metal Silver,250.0,2016  February,2610.0,2.0
alcatel Fierce XL (Windows),alcatel,Fierce XL (Windows),2016-02-01,2016.0,5.5,16.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Light Blue,,2016  January,2500.0,2.0
alcatel CareTime,alcatel,CareTime,2016-09-01,2016.0,0.95,,,,Yes,Yes with A-GPS,Blue| Orange,,2016  January,380.0,
alcatel Pixi 4 (7),alcatel,Pixi 4 (7),2016-09-01,2016.0,7.0,8.0,2.0,2 MP,Yes,Yes with A-GPS,Various,80.0,2016  January,2580.0,1.0
alcatel Pixi 4 (6) 3G,alcatel,Pixi 4 (6) 3G,2016-06-01,2016.0,6.0,8.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Silver| Black| Gold,120.0,2016  June,2580.0,1.0
alcatel Pixi 4 (6),alcatel,Pixi 4 (6),2016-06-01,2016.0,6.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,100.0,2016  January,2580.0,1.0
alcatel Pixi 4 (4),alcatel,Pixi 4 (4),2016-09-01,2016.0,4.0,4.0,2.0,2 MP or 5 MP| LED flash,Yes,Yes with A-GPS,Various,60.0,2016  January,1500.0,0.4980544747081712
alcatel Pixi 4 (3.5),alcatel,Pixi 4 (3.5),2016-09-01,2016.0,3.5,4.0,2.0,2 MP| LED flash,Yes,Yes with A-GPS (optional),Various,,2016  January,1300.0,0.4980544747081712
alcatel Pixi 3 (8) LTE,alcatel,Pixi 3 (8) LTE,2016-02-01,2016.0,8.0,8.0,5.0,5 MP,Yes,Yes with A-GPS,Smoky Grey| Soft Gold| White,,2016  February,4060.0,1.0
alcatel Pop 3 (5.5),alcatel,Pop 3 (5.5),2016-04-01,2016.0,5.5,8.0,5.0,5 MP or 8 MP or 13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,120.0,2016  February,2910.0,1.0
alcatel Pop 3 (5),alcatel,Pop 3 (5),2015-12-01,2015.0,5.0,8.0,5.0,5 MP or 8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,110.0,2015  Q4,1800.0,1.0
alcatel Fierce XL,alcatel,Fierce XL,2015-11-01,2015.0,5.5,16.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,White,130.0,2015  October,2500.0,2.0
alcatel Flash 2,alcatel,Flash 2,2015-09-01,2015.0,5.0,16.0,13.0,13 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Volcanic Grey| Mica White,230.0,2015  September,3000.0,2.0
alcatel 10.16G,alcatel,10.16G,,,1.8,0.0038910505836575876,,,Yes,No,Black,20.0,2015,400.0,
alcatel 2007,alcatel,2007,,,2.4,,15.0,3.15 MP,Yes,No,Black| Red| Brown,,2015,750.0,0.01556420233463035
alcatel Idol 3C,alcatel,Idol 3C,2015-12-01,2015.0,5.5,16.0,13.0,13 MP| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Various,,2015  September,2910.0,2.0
alcatel Pixi First,alcatel,Pixi First,2015-12-01,2015.0,4.0,4.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,Various,,2015  September,1450.0,0.4980544747081712
alcatel Pop Up,alcatel,Pop Up,2015-12-01,2015.0,5.0,16.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,,2015  September,2000.0,2.0
alcatel Pop Star LTE,alcatel,Pop Star LTE,2015-12-01,2015.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,,2015  September,2000.0,1.0
alcatel Pop Star,alcatel,Pop Star,2015-12-01,2015.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,,2015  September,2000.0,1.0
alcatel Go Play,alcatel,Go Play,2015-12-01,2015.0,5.0,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Various,,2015  September,2500.0,1.0
alcatel Flash Plus,alcatel,Flash Plus,2015-05-01,2015.0,5.5,16.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate/Gold,130.0,2015  May,3500.0,2.0
alcatel Pop Astro,alcatel,Pop Astro,2015-04-01,2015.0,4.5,4.0,5.0,5 MP| LED flash,Yes,Yes with A-GPS,White,130.0,2015  April,2000.0,1.0
alcatel Flash,alcatel,Flash,2014-09-01,2014.0,5.5,8.0,13.0,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Slate/white,,2014  September,3200.0,1.0
alcatel Idol 3 (5.5),alcatel,Idol 3 (5.5),2015-06-01,2015.0,5.5,16.0,13.0,13 MP| f/2.0| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Various,250.0,2015  March,2910.0,2.0
alcatel Idol 3 (4.7),alcatel,Idol 3 (4.7),2015-06-01,2015.0,4.7,8.0,13.0,13 MP| f/2.0| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Various,200.0,2015  March,2000.0,5.0
alcatel Orange Klif,alcatel,Orange Klif,2015-05-01,2015.0,3.5,0.4980544747081712,2.0,2 MP| LED flash,Yes,Yes with A-GPS,Black,,2015  March,1300.0,0.2490272373540856
alcatel Pixi 3 (5.5) LTE,alcatel,Pixi 3 (5.5) LTE,2015-10-01,2015.0,5.5,8.0,5.0,5 MP or 8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Volcano Black| White| Amber Orange| Tango Red| Neon Pink| Laser Yellow| Vivid Green| Sharp Blue| Metallic Silver,120.0,2015  March,2800.0,1.0
alcatel Pixi 3 (5.5),alcatel,Pixi 3 (5.5),2015-10-01,2015.0,5.5,8.0,8.0,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Volcano Black| White| Amber Orange| Tango Red| Neon Pink| Laser Yellow| Vivid Green| Sharp Blue| Metallic Silver,,2015  March,2910.0,1.0
alcatel Pixi 3 (8) 3G,alcatel,Pixi 3 (8) 3G,2014-08-01,2014.0,8.0,4.0,2.0,2 MP,Yes,Yes with A-GPS,Yellow| Blue| Red| Black| White,100.0,2015  March,3240.0,1.0
alcatel Pixi 3 (7) LTE,alcatel,Pixi 3 (7) LTE,2015-08-01,2015.0,7.0,4.0,2.0,2 MP,Yes,Yes with A-GPS,Yellow| Blue| Red| Pink,130.0,2015  March,2820.0,1.0
alcatel Pixi 3 (7) 3G,alcatel,Pixi 3 (7) 3G,2015-05-01,2015.0,7.0,4.0,2.0,2 MP,Yes,Yes with A-GPS,Yellow| Blue| Red| Pink,100.0,2015  March,2820.0,0.4980544747081712
alcatel POP 10,alcatel,POP 10,2015-04-01,2015.0,9.6,8.0,5.0,5 MP,Yes,Yes with A-GPS,White| Dark grey,250.0,2015  January,4600.0,1.0
