id,brand,model,date,year,display_size_inches,internal_memory_in_gb,primary_camera_mega_pixel,primary_camera,loud_speaker,gps,colors,approx_price_eur,battery_mah,ram_in_gb,weight,weight_g,weight_oz
Huawei MediaPad M6 10.8,Huawei,MediaPad M6 10.8,2019-07-01,2019.0,10.8,64.0,13.0,"LED flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS",Champagne Gold,300.0,7500.0,4.0,498 g (1.10 lb),498.0,17.6
Huawei MediaPad M6 Turbo 8.4,Huawei,MediaPad M6 Turbo 8.4,2019-09-01,2019.0,8.4,128.0,13.0,"LED flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, BDS","Phantom Red, Phantom Blue",350.0,6100.0,6.0,340 g (11.99 oz),340.0,11.99
Huawei MediaPad M6 8.4,Huawei,MediaPad M6 8.4,2019-07-01,2019.0,8.4,64.0,13.0,"LED flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS",Champagne Gold,260.0,6100.0,4.0,320 g (11.29 oz),320.0,11.29
Huawei nova 5 Pro,Huawei,nova 5 Pro,2019-06-01,2019.0,6.39,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Purple, Green, Orange",390.0,3500.0,8.0,171 g (6.03 oz),171.0,6.03
Huawei nova 5,Huawei,nova 5,2019-06-01,2019.0,6.39,128.0,48.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Purple, Green",360.0,3500.0,8.0,171 g (6.03 oz),171.0,6.03
Huawei nova 5i,Huawei,nova 5i,2019-06-01,2019.0,6.4,128.0,24.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Black, Gradient Blue, Red",260.0,4000.0,6.0,178 g (6.28 oz),178.0,6.28
Huawei Y9 Prime (2019),Huawei,Y9 Prime (2019),2019-08-01,2019.0,6.59,64.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS","Emerald Green, Midnight Black, Sapphire Blue",,4000.0,4.0,196.8 g (6.95 oz),196.8,6.95
Huawei P20 lite (2019),Huawei,P20 lite (2019),2019-07-01,2019.0,6.4,64.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Midnight Black, Crush Blue, Charming Red",280.0,4000.0,4.0,178 g (6.28 oz),178.0,6.28
Huawei P Smart Z,Huawei,P Smart Z,2019-06-01,2019.0,6.59,64.0,16.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Emerald Green, Midnight Black, Sapphire Blue",280.0,4000.0,4.0,196.8 g (6.95 oz),196.8,6.95
Huawei Mate 20 X (5G),Huawei,Mate 20 X (5G),2019-07-01,2019.0,7.2,256.0,40.0,"Leica optics, dual-LED dual-tone flash, panorama, HDR","Yes, with stereo speakers","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS",Emerald Green,710.0,4200.0,8.0,233 g (8.22 oz),233.0,8.22
Huawei Y5 (2019),Huawei,Y5 (2019),2019-04-01,2019.0,5.71,16.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS, GLONASS, BDS","Midnight Black, Modern Black, Sapphire Blue, Amber Brown",92.99,3020.0,2.0,146 g (5.15 oz),146.0,5.15
Huawei Ascend Plus,Huawei,Ascend Plus,2014-04-01,2014.0,4.0,,5.0,,Yes,"Yes, with A-GPS",Black,110.0,1700.0,,136.1 g (4.80 oz),136.1,4.8
Huawei MediaPad 7 Youth,Huawei,MediaPad 7 Youth,2013-08-01,2013.0,7.0,8.0,15.0,,Yes,"Yes, with A-GPS",Black/Silver,150.0,4100.0,1.0,350 g (12.35 oz),350.0,12.35
Huawei G7002,Huawei,G7002,2010-06-01,2010.0,,0.0019455252918287938,3.0,,Yes,No,Black,50.0,,,95 g (3.35 oz),95.0,3.35
i-mate PDA2,i-mate,PDA2,2004-12-01,2004.0,3.5,0.1245136186770428,3.0,,Yes,No,V1,,1300.0,0.1245136186770428,190 g (6.70 oz),190.0,6.7
i-mate Smartphone2,i-mate,Smartphone2,2004-01-01,2004.0,2.2,0.0311284046692607,,,Yes,No,V1,,1000.0,0.0311284046692607,130 g (4.59 oz),130.0,4.59
i-mate Smartphone,i-mate,Smartphone,2004-01-01,2004.0,2.2,0.01556420233463035,,,Yes,No,V1,,,0.01556420233463035,130 g (4.59 oz),130.0,4.59
i-mobile 510,i-mobile,510,2006-04-01,2006.0,,0.0622568093385214,,,No,No,V1,,720.0,,75 g (2.65 oz),75.0,2.65
i-mobile 315,i-mobile,315,2007-11-01,2007.0,1.5,,,,No,No,V1,,720.0,,80 g (2.82 oz),80.0,2.82
Icemobile Gravity 4.0,Icemobile,Gravity 4.0,2014-11-01,2014.0,4.02,8.0,8.0,LED flash,Yes,Yes,"Black, White, Orange, Yellow, Green",,2800.0,1.0,316 g (11.15 oz),316.0,11.15
Icemobile Prime 5.5,Icemobile,Prime 5.5,2014-08-01,2014.0,5.46,16.0,8.0,LED flash,Yes,,White,,2250.0,1.0,-,,
Icemobile Prime 4.5,Icemobile,Prime 4.5,2014-01-01,2014.0,4.46,4.0,2.0,LED flash,Yes,,"Black, White/Blue",,1550.0,0.4980544747081712,-,,
Icemobile Gravity Pro,Icemobile,Gravity Pro,2013-01-01,2013.0,4.02,4.0,8.0,LED flash,Yes,"Yes, with A-GPS","Black, White, Orange",,2800.0,1.0,240 g (8.47 oz),240.0,8.47
Icemobile Quattro,Icemobile,Quattro,2012-11-01,2012.0,2.3,,,,Yes,No,"White, Black, Silver, Blue, Red",,1500.0,,-,,
Infinix Hot 9 Play,Infinix,Hot 9 Play,2020-04-01,2020.0,6.82,32.0,13.0,"Triple-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Midnight Black, Quetzal Cyan, Violet, Ocean Wave",100.0,6000.0,2.0,209 g (7.37 oz),209.0,7.37
Infinix Note 7,Infinix,Note 7,2020-06-01,2020.0,6.95,64.0,48.0,"Quad-LED flash, panorama, HDR","Yes, with dual speakers","Yes, with A-GPS","Forest Green, Aether Black, Bolivia Blue",,5000.0,4.0,206 g (7.27 oz),206.0,7.27
Infinix Note 7 Lite,Infinix,Note 7 Lite,2020-06-01,2020.0,6.6,64.0,48.0,"Quad-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Forest Green, Violet, Space Gray",,5000.0,4.0,185 g (6.53 oz),185.0,6.53
Infinix Hot 9 Pro,Infinix,Hot 9 Pro,2020-06-01,2020.0,6.6,64.0,48.0,"Quad-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Violet, Ocean Wave",110.0,5000.0,4.0,185 g (6.53 oz),185.0,6.53
Infinix Hot 9,Infinix,Hot 9,2020-04-01,2020.0,6.6,32.0,13.0,"Triple-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Midnight Black, Quetzal Cyan, Violet, Ocean Wave",90.0,5000.0,2.0,185 g (6.53 oz),185.0,6.53
Infinix S5 Pro (16+32),Infinix,S5 Pro (16+32),2020-04-01,2020.0,6.53,64.0,16.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with A-GPS","Nebula Black, Quetzal Cyan, Violet",,4000.0,4.0,195 g (6.88 oz),195.0,6.88
Infinix S5 Pro (48+40),Infinix,S5 Pro (48+40),2020-04-01,2020.0,6.53,64.0,48.0,"Dual-LED flash, HDR, panorama",Yes,"Yes, with A-GPS","Nebula Black, Quetzal Cyan, Violet",,4000.0,4.0,195 g (6.88 oz),195.0,6.88
Infinix S5 lite,Infinix,S5 lite,2019-11-01,2019.0,6.6,32.0,16.0,"Quad-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Midnight black, Quetzal cyan, Violet",100.0,4000.0,3.0,178 g (6.28 oz),178.0,6.28
Infinix Smart 4c,Infinix,Smart 4c,2019-12-01,2019.0,6.6,32.0,8.0,Dual-LED flash,Yes,"Yes, with A-GPS","Midnight Black, Quetzal Cyan, Cosmic Purple",,4000.0,2.0,183 g (6.46 oz),183.0,6.46
Infinix Hot 8 Lite,Infinix,Hot 8 Lite,2019-10-01,2019.0,6.6,32.0,8.0,"Quad-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Quetzal Cyan, Cosmic Purple, Shark Grey, Midnight Black",,5000.0,2.0,175 g (6.17 oz),175.0,6.17
Infinix Hot 8,Infinix,Hot 8,2019-09-01,2019.0,6.52,32.0,13.0,"Quad-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Quetzal Cyan, Cosmic Purple, Shark Grey, Midnight Black",,5000.0,2.0,179 g (6.31 oz),179.0,6.31
Infinix Smart3 Plus,Infinix,Smart3 Plus,2019-04-01,2019.0,6.21,32.0,13.0,"Dual-LED flash, HDR",Yes,"Yes, with A-GPS","Midnight Black, Aqua Blue, Cosmic Purple, Bordeaux Red, Mocha Brown",,3500.0,2.0,148 g (5.22 oz),148.0,5.22
Infinix S4,Infinix,S4,2019-04-01,2019.0,6.2,32.0,13.0,"Quad-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Space gray, nebula blue, twilight purple",,4000.0,3.0,154 g (5.43 oz),154.0,5.43
Infinix Hot 7 Pro,Infinix,Hot 7 Pro,2019-03-01,2019.0,6.2,32.0,13.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Midnight Black, Mocha Brown, Bordeaux Red, Aqua Blue",130.0,4000.0,2.0,165 g (5.82 oz),165.0,5.82
Innostream INNO A20,Innostream,INNO A20,2005-07-01,2005.0,,0.0622568093385214,2.0,LED flash,No,No,V1,,,,105 g (3.70 oz),105.0,3.7
Innostream INNO 75,Innostream,INNO 75,2004-06-01,2004.0,,,,,No,No,V1,,,,80 g (2.82 oz),80.0,2.82
Innostream INNO 79,Innostream,INNO 79,2004-01-01,2004.0,,,,,No,No,V1,,,,85 g (3.00 oz),85.0,3.0
Innostream INNO 78,Innostream,INNO 78,2004-01-01,2004.0,,,,,No,No,V1,,,,85 g (3.00 oz),85.0,3.0
Innostream INNO 30,Innostream,INNO 30,2004-01-01,2004.0,,,,,No,No,V1,,650.0,,76 g (2.68 oz),76.0,2.68
Innostream INNO 55,Innostream,INNO 55,2004-06-01,2004.0,,,,,"Yes, with stereo speakers",No,V1,,830.0,,88 g (3.10 oz),88.0,3.1
Innostream INNO 70,Innostream,INNO 70,2004-01-01,2004.0,,0.0038910505836575876,,,No,No,V1,,,,88 g (3.10 oz),88.0,3.1
Innostream INNO 99,Innostream,INNO 99,2004-01-01,2004.0,,,,,Yes,No,V1,,720.0,,91 g (3.21 oz),91.0,3.21
Innostream INNO 120,Innostream,INNO 120,2003-12-01,2003.0,,,,,Yes,No,V1,,740.0,,81 g (2.86 oz),81.0,2.86
Innostream INNO 110,Innostream,INNO 110,2003-12-01,2003.0,,,,,Yes,No,V1,,740.0,,80 g (2.82 oz),80.0,2.82
Innostream INNO 100,Innostream,INNO 100,2003-12-01,2003.0,,,,,Yes,No,V1,,740.0,,80 g (2.82 oz),80.0,2.82
Kyocera TG 200,Kyocera,TG 200,2000-01-01,2000.0,,,,,No,No,V1,,,,75 g (2.65 oz),75.0,2.65
Lava Z71,Lava,Z71,2020-01-01,2020.0,5.71,32.0,13.0,"LED flash, HDR, panorama",Yes,"Yes, with A-GPS","Ruby Red, Steel Blue",80.0,3200.0,2.0,150 g (5.29 oz),150.0,5.29
Lava Iris Fuel F2,Lava,Iris Fuel F2,2016-03-01,2016.0,5.0,8.0,5.0,LED flash,Yes,"Yes, with A-GPS","Black, White",60.0,3000.0,0.4980544747081712,-,,
Lenovo M10 FHD REL,Lenovo,M10 FHD REL,2020-01-01,2020.0,10.1,32.0,8.0,,"Yes, with stereo speakers","Yes, with A-GPS",Black,180.0,7000.0,3.0,520 g (1.15 lb),520.0,18.4
Lenovo K10 Plus,Lenovo,K10 Plus,2019-09-01,2019.0,6.22,64.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS","Black, Sprite",,4050.0,4.0,172 g (6.07 oz),172.0,6.07
Lenovo K10 Note,Lenovo,K10 Note,2019-09-01,2019.0,6.3,64.0,16.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Knight Black, Stardust Blue",,4050.0,4.0,164 g (5.78 oz),164.0,5.78
Lenovo A6 Note,Lenovo,A6 Note,2019-09-01,2019.0,6.09,16.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, GALILEO","Black, Blue",100.0,4000.0,2.0,172 g (6.07 oz),172.0,6.07
Lenovo Tab M8 (FHD),Lenovo,Tab M8 (FHD),2019-10-01,2019.0,8.0,16.0,13.0,LED flash,Yes,"Yes, with A-GPS, GLONASS, BDS","Iron Grey, Platinum Grey",160.0,5100.0,2.0,305 g (10.76 oz),305.0,10.76
Lenovo Tab M8 (HD),Lenovo,Tab M8 (HD),2019-10-01,2019.0,8.0,16.0,5.0,,Yes,"Yes, with A-GPS, GLONASS, BDS","Iron Grey, Platinum Grey",140.0,5000.0,2.0,305 g (10.76 oz),305.0,10.76
Lenovo Tab M7,Lenovo,Tab M7,2019-10-01,2019.0,7.0,8.0,2.0,,Yes,"Yes, with A-GPS, GLONASS","Iron Grey, Platinum Grey, Onyx Black",100.0,3590.0,1.0,236 g (8.32 oz),236.0,8.32
Lenovo Z6,Lenovo,Z6,2019-07-01,2019.0,6.39,64.0,24.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, BDS",Blue,250.0,4000.0,6.0,159 g (5.61 oz),159.0,5.61
Lenovo Z6 Pro 5G,Lenovo,Z6 Pro 5G,2019-11-01,2019.0,6.39,128.0,48.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, BDS","Red, Blue",400.0,4000.0,6.0,185 g (6.53 oz),185.0,6.53
Lenovo Z6 Youth,Lenovo,Z6 Youth,2019-05-01,2019.0,6.3,64.0,16.0,"Dual-LED dual-tone flash, panorama, HDR",Yes,"Yes, with A-GPS","Red, Green",160.0,4050.0,4.0,164 g (5.78 oz),164.0,5.78
Lenovo Z6 Pro,Lenovo,Z6 Pro,2019-04-01,2019.0,6.39,128.0,48.0,"Dual-LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS, BDS","Red, Blue/Green",526.08,4000.0,6.0,185 g (6.53 oz),185.0,6.53
Lenovo Yoga Tab 3 10,Lenovo,Yoga Tab 3 10,2016-01-01,2016.0,10.1,16.0,8.0,,"Yes, with stereo speakers","Yes, with A-GPS, GLONASS",Black,180.0,8400.0,2.0,655 g (Wi-Fi)/ 665 g (3G/LTE) (1.40 lb),655.0,22.4
LG Q61,LG,Q61,2020-05-01,2020.0,6.53,64.0,48.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS",White,270.0,4000.0,4.0,-,,
LG Stylo 6,LG,Stylo 6,2020-05-01,2020.0,6.8,64.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS",White,200.0,4000.0,3.0,219 g (7.72 oz),219.0,7.72
LG Velvet,LG,Velvet,2020-05-01,2020.0,6.8,128.0,48.0,"LED flash, panorama, HDR","Yes, with stereo speakers","Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO","Aurora White, Aurora Green, Aurora Gray, Illusion Sunset, Red, Pink",,4300.0,6.0,180 g (6.35 oz),180.0,6.35
LG Folder 2,LG,Folder 2,2020-04-01,2020.0,2.8,8.0,2.0,,Yes,"Yes, with A-GPS","White, Platinum Gray",150.0,1470.0,1.0,127 g (4.48 oz),127.0,4.48
LG V60 ThinQ 5G UW,LG,V60 ThinQ 5G UW,2020-04-01,2020.0,6.8,128.0,64.0,"Dual-LED dual-tone flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, GALILEO, BDS","Classy Blue, Classy White",870.0,5000.0,8.0,218 g (7.69 oz),218.0,7.69
LG V60 ThinQ 5G,LG,V60 ThinQ 5G,2020-03-01,2020.0,6.8,128.0,64.0,"Dual-LED dual-tone flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, GALILEO, BDS","Classy Blue, Classy White",700.0,5000.0,8.0,213 g (Global)/ 218 g (Verizon) (7.51 oz),213.0,7.51
LG Q51,LG,Q51,2020-02-01,2020.0,6.5,32.0,13.0,"LED flash, panorama, HDR","Yes, with stereo speakers","Yes, with A-GPS","Frozen White, Moonlight Titanium",240.0,4000.0,3.0,-,,
LG W10 Alpha,LG,W10 Alpha,2020-02-01,2020.0,5.71,32.0,8.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Black, Blue",130.0,3450.0,3.0,170 g (6.00 oz),170.0,6.0
LG K61,LG,K61,2020-04-01,2020.0,6.53,64.0,48.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Titanium, White, Blue",239.59,4000.0,4.0,191 g (6.74 oz),191.0,6.74
LG K51S,LG,K51S,2020-04-01,2020.0,6.55,64.0,32.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Titanium, Pink, Blue, Red",190.09,4000.0,3.0,194.5 g (6.88 oz),194.5,6.88
LG K41S,LG,K41S,2020-04-01,2020.0,6.55,32.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Titanium, Black, White",145.0,4000.0,3.0,191.7 g (6.77 oz),191.7,6.77
LG G Pad 5 10.1,LG,G Pad 5 10.1,2019-11-01,2019.0,10.1,32.0,8.0,,"Yes, with stereo speakers","Yes, with A-GPS",Silver,340.0,8200.0,4.0,498 g (1.10 lb),498.0,17.6
LG V50S ThinQ 5G,LG,V50S ThinQ 5G,2019-10-01,2019.0,6.4,256.0,12.0,"Dual-LED dual-tone flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, GALILEO, BDS",Aurora Black,1100.0,4000.0,8.0,192 g (6.77 oz),192.0,6.77
LG G8X ThinQ,LG,G8X ThinQ,2019-11-01,2019.0,6.4,128.0,12.0,"Dual-LED dual-tone flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, GALILEO, BDS",New Aurora Black,578.0,4000.0,6.0,192 g (6.77 oz),192.0,6.77
LG Q70,LG,Q70,2019-10-01,2019.0,6.4,64.0,32.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS",Mirror Black,320.0,4000.0,4.0,198 g (6.98 oz),198.0,6.98
LG K30 (2019),LG,K30 (2019),2019-09-01,2019.0,5.45,16.0,8.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","New Aurora Black, New Moroccan Blue",140.0,3000.0,2.0,148 g (5.22 oz),148.0,5.22
LG K20 (2019),LG,K20 (2019),2019-09-01,2019.0,5.45,16.0,8.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","New Aurora Black, New Moroccan Blue",100.0,3000.0,1.0,152 g (5.36 oz),152.0,5.36
LG K40S,LG,K40S,2019-09-01,2019.0,6.1,32.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS","New Aurora Black, New Moroccan Blue",160.0,3500.0,2.0,186 g (6.56 oz),186.0,6.56
LG K50S,LG,K50S,2019-09-01,2019.0,6.5,32.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS","New Aurora Black, New Moroccan Blue",200.0,4000.0,3.0,194 g (6.84 oz),194.0,6.84
LG W30 Pro,LG,W30 Pro,2019-10-01,2019.0,6.22,64.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS","Midnight Blue, Midnight Purple",190.0,4050.0,4.0,172 g (6.07 oz),172.0,6.07
LG W30,LG,W30,2019-07-01,2019.0,6.26,32.0,12.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS","Thunder Blue, Platinum Grey, Aurora Green",130.0,4000.0,3.0,175 g (6.17 oz),175.0,6.17
LG W10,LG,W10,2019-07-01,2019.0,6.19,32.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS","Tulip Purple, Smokey Grey",110.0,4000.0,3.0,164 g (5.78 oz),164.0,5.78
LG Stylo 5,LG,Stylo 5,2019-06-01,2019.0,6.2,32.0,13.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS","Blonde Rose, Platinum Gray",200.0,3500.0,3.0,179 g (6.31 oz),179.0,6.31
LG G8S ThinQ,LG,G8S ThinQ,2019-07-01,2019.0,6.21,64.0,12.0,"LED flash, HDR, panorama","Yes, with stereo speakers","Yes, with A-GPS, GLONASS, GALILEO, BDS","Mirror Black, Mirror Teal, Mirror White, Carmine Red, New Aurora Black, New Moroccan Blue",370.0,3550.0,6.0,181 g (6.38 oz),181.0,6.38
LG Q8 (2018),LG,Q8 (2018),2018-08-01,2018.0,6.2,64.0,16.0,"LED flash, panorama, HDR",Yes,"Yes, with A-GPS, GLONASS","Aurora Black, Moroccan Blue",300.0,3300.0,4.0,172 g (6.07 oz),172.0,6.07
LG X power 3,LG,X power 3,2018-07-01,2018.0,5.5,16.0,13.0,"LED flash, HDR",Yes,"Yes, with A-GPS, GLONASS",Moroccan Blue,180.0,4500.0,2.0,171 g (6.03 oz),171.0,6.03
LG K8 (2018),LG,K8 (2018),2018-06-01,2018.0,5.0,16.0,,"LED flash, HDR",Yes,"Yes, with A-GPS, GLONASS","Aurora Black, Moroccan Blue, Terra Gold",140.0,2500.0,2.0,152 g (5.36 oz),152.0,5.36
LG Watch Urbane LTE,LG,Watch Urbane LTE,2015-03-01,2015.0,1.3,4.0,,,Yes,Yes,Silver,320.0,700.0,1.0,45 g (3G)/ 115 g (LTE) (4.06 oz),45.0,4.06
LG L20,LG,L20,2014-07-01,2014.0,3.0,4.0,2.0,,Yes,"Yes, with A-GPS, GLONASS","Black, White",50.0,1540.0,0.4980544747081712,-,,
LG KM338,LG,KM338,2008-02-01,2008.0,2.0,0.038910505836575876,3.0,,Yes,No,V1,,800.0,,,,
LG U890,LG,U890,2006-02-01,2006.0,2.2,0.06614785992217899,3.0,180 deg rotating lens,"Yes, with stereo speakers",No,V1,,,,99 g (3.49 oz),99.0,3.49
LG P7200,LG,P7200,2005-08-01,2005.0,,0.0622568093385214,2.0,LED flash,No,No,V1,,800.0,,112 g (3.95 oz),112.0,3.95
LG B2050,LG,B2050,2005-09-01,2005.0,1.5,0.0038910505836575876,,,No,No,V1,,780.0,,72 g (2.54 oz),72.0,2.54
LG M4410,LG,M4410,2005-01-01,2005.0,,0.007782101167315175,3.0,LED flash,No,No,V1,,1000.0,,107 g (3.77 oz),107.0,3.77
LG M4330,LG,M4330,2005-06-01,2005.0,,,,LED flash,No,No,V1,,,,110 g (3.88 oz),110.0,3.88
LG M4300,LG,M4300,2005-01-01,2005.0,,,,LED flash,No,No,V1,,,,110 g (3.88 oz),110.0,3.88
LG F3000,LG,F3000,2005-09-01,2005.0,,0.030155642023346304,3.0,LED flash,"Yes, with stereo speakers",No,V1,,1000.0,,91 g (3.21 oz),91.0,3.21
LG F2410,LG,F2410,2005-06-01,2005.0,,0.0048638132295719845,,LED flash,Yes,No,V1,,1000.0,,91 g (3.21 oz),91.0,3.21
LG F2250,LG,F2250,2005-09-01,2005.0,,,,,No,No,V1,,,,90 g (3.17 oz),90.0,3.17
LG U8290,LG,U8290,2006-06-01,2006.0,,0.019455252918287938,3.0,"180 deg rotating lens, LED flash",No,No,V1,,1400.0,,125 g (4.41 oz),125.0,4.41
LG U8210,LG,U8210,2005-01-01,2005.0,,0.019455252918287938,3.0,"180 deg rotating lens, LED flash",No,No,V1,,1400.0,,115 g (4.06 oz),115.0,4.06
LG U8200,LG,U8200,2005-01-01,2005.0,,0.019455252918287938,3.0,"180 deg rotating lens, LED flash",No,No,V1,,,,125 g (4.41 oz),125.0,4.41
LG B2150,LG,B2150,2005-01-01,2005.0,1.6,0.0029182879377431907,,,No,No,V1,,,,73 g (2.57 oz),73.0,2.57
LG B2100,LG,B2100,2005-06-01,2005.0,1.5,0.0029182879377431907,,,No,No,V1,,780.0,,73 g (2.57 oz),73.0,2.57
LG B2000,LG,B2000,2005-01-01,2005.0,1.5,,,,No,No,V1,,780.0,,73 g (2.57 oz),73.0,2.57
LG F2400,LG,F2400,2005-06-01,2005.0,,0.0038910505836575876,,LED flash,No,No,V1,,,,85 g (3.00 oz),85.0,3.0
LG F1200,LG,F1200,2005-01-01,2005.0,,0.0622568093385214,,,No,No,V1,,1050.0,,101 g (3.56 oz),101.0,3.56
LG F7250,LG,F7250,2004-12-01,2004.0,1.9,0.0009727626459143969,,,No,No,V1,,950.0,,115 g (4.06 oz),115.0,4.06
LG C2100,LG,C2100,2005-01-01,2005.0,,0.0009727626459143969,,,No,No,V1,,950.0,,90 g (3.17 oz),90.0,3.17
LG G1800,LG,G1800,2004-12-01,2004.0,1.6,0.0622568093385214,,,No,No,V1,,720.0,,78 g (2.75 oz),78.0,2.75
LG G1610,LG,G1610,2005-01-01,2005.0,1.5,0.0009727626459143969,,,No,No,V1,,950.0,,83 g (2.93 oz),83.0,2.93
LG G1700,LG,G1700,2004-12-01,2004.0,1.6,,,,Yes,No,V1,,700.0,,80 g (2.82 oz),80.0,2.82
LG F2300,LG,F2300,2005-01-01,2005.0,,0.0048638132295719845,,LED flash,No,No,V1,,1000.0,,91 g (3.21 oz),91.0,3.21
LG F2100,LG,F2100,2004-09-01,2004.0,,0.0038910505836575876,,LED flash,"Yes, with stereo speakers",No,V1,,800.0,,90 g (3.17 oz),90.0,3.17
LG L3100,LG,L3100,2004-06-01,2004.0,,0.0048638132295719845,,,No,No,V1,,950.0,,87 g (3.07 oz),87.0,3.07
LG C1200,LG,C1200,2004-01-01,2004.0,,0.0009727626459143969,,,No,No,V1,,760.0,,81 g (2.86 oz),81.0,2.86
LG G1600,LG,G1600,2004-06-01,2004.0,,0.0009727626459143969,,,No,No,V1,,950.0,,83 g (2.93 oz),83.0,2.93
LG G7200,LG,G7200,2004-01-01,2004.0,,,,,No,No,V1,,850.0,,116 g (4.09 oz),116.0,4.09
LG U8150,LG,U8150,2003-09-01,2003.0,,0.0622568093385214,,,Yes,No,V1,,1200.0,,136 g (4.80 oz),136.0,4.8
LG G7070,LG,G7070,2003-06-01,2003.0,,0.0029182879377431907,,,No,No,V1,,720.0,,95 g (3.35 oz),95.0,3.35
LG G7050,LG,G7050,2003-12-01,2003.0,,,,,No,No,V1,,760.0,,89 g (3.14 oz),89.0,3.14
LG G1500,LG,G1500,2004-01-01,2004.0,,,,,No,No,V1,,850.0,,80 g (2.82 oz),80.0,2.82
LG G5310,LG,G5310,2003-09-01,2003.0,,0.0029182879377431907,,,No,No,V1,,760.0,,85 g (3.00 oz),85.0,3.0
LG W7020,LG,W7020,2002-12-01,2002.0,,,,,No,No,V1,,820.0,,89 g (3.14 oz),89.0,3.14
LG W5200,LG,W5200,2002-09-01,2002.0,,,,,No,No,V1,,780.0,,80 g (2.82 oz),80.0,2.82
LG LG-600,LG,LG-600,2002-01-01,2002.0,,,,,No,No,V1,,600.0,,90 g (3.17 oz),90.0,3.17
LG LG-500,LG,LG-500,2002-01-01,2002.0,,,,,Yes,No,V1,,600.0,,90 g (3.17 oz),90.0,3.17
LG LG-200,LG,LG-200,,,,,,,No,No,V1,,600.0,,80 g (2.82 oz),80.0,2.82
Maxon MX-C90,Maxon,MX-C90,2003-01-01,2003.0,,,,,No,No,V1,,,,82 g (2.89 oz),82.0,2.89
Maxon MX-C80,Maxon,MX-C80,2003-12-01,2003.0,,,,,No,No,V1,,,,85 g (3.00 oz),85.0,3.0
Maxon MX-C180,Maxon,MX-C180,2003-12-01,2003.0,,,,,No,No,V1,,,,85 g (3.00 oz),85.0,3.0
